student_id,course_id,total_login_days,avg_session_time_min,total_study_time_min,last_login_days_ago,device_type
S8542,C26,73,54,4277,48,Desktop
S8543,C22,12,51,268,56,Mobile
S8544,C9,78,57,1280,57,Desktop
S8545,C25,55,78,1260,51,Tablet
S8546,C13,7,33,5821,12,Mobile
S8547,C23,9,10,963,14,Mobile
S8548,C13,71,19,4785,3,Desktop
S8549,C10,9,64,5205,4,Tablet
S8550,C2,99,20,1209,11,Tablet
S8551,C30,18,65,326,43,Mobile
S8552,C9,43,65,2794,16,Desktop
S8553,C8,70,88,4782,34,Tablet
S8554,C17,46,42,4591,18,Desktop
S8555,C12,56,50,5485,29,Tablet
S8556,C28,46,10,3417,46,Mobile
S8557,C1,34,23,2215,60,Mobile
S8558,C5,26,72,1404,44,Tablet
S8559,C14,5,53,5926,20,Mobile
S8560,C18,62,43,3938,30,Desktop
S8561,C25,39,71,285,32,Desktop
S8562,C14,50,60,5509,0,Tablet
S8563,C15,14,23,2807,9,Desktop
S8564,C3,40,31,1544,48,Mobile
S8565,C27,36,16,2572,40,Desktop
S8566,C16,53,61,1822,43,Desktop
S8567,C9,51,35,5245,5,Desktop
S8568,C5,95,90,5675,23,Desktop
S8569,C16,3,88,1049,19,Tablet
S8570,C21,59,76,4753,27,Mobile
S8571,C12,50,46,5594,33,Desktop
S8572,C26,7,73,3493,48,Tablet
S8573,C24,39,11,2244,0,Mobile
S8574,C25,72,55,355,31,Mobile
S8575,C16,88,34,1853,19,Mobile
S8576,C3,9,59,4074,23,Tablet
S8577,C30,31,38,2546,55,Tablet
S8578,C2,30,51,2980,1,Tablet
S8579,C4,64,62,3789,55,Desktop
S8580,C9,91,71,1270,4,Tablet
S8581,C4,99,17,5560,35,Tablet
S8582,C25,93,82,5621,9,Desktop
S8583,C6,67,14,2160,3,Mobile
S8584,C9,77,31,512,7,Desktop
S8585,C26,62,28,2350,29,Tablet
S8586,C26,45,86,2096,13,Desktop
S8587,C4,85,43,4390,22,Tablet
S8588,C9,66,35,5703,39,Tablet
S8589,C14,46,19,2949,1,Desktop
S8590,C20,91,39,2508,58,Mobile
S8591,C12,89,55,3797,60,Desktop
S8592,C9,40,82,2285,14,Tablet
S8593,C22,61,45,5934,27,Desktop
S8594,C20,93,70,5727,18,Desktop
S8595,C1,5,25,397,46,Desktop
S8596,C29,21,33,679,50,Tablet
S8597,C12,48,39,1854,54,Tablet
S8598,C24,59,12,3050,34,Tablet
S8599,C22,96,79,4128,44,Desktop
S8600,C1,41,50,4988,47,Desktop
S8601,C8,95,65,3736,28,Desktop
S8602,C22,53,80,3698,19,Tablet
S8603,C6,34,21,714,39,Mobile
S8604,C10,16,82,5861,17,Tablet
S8605,C21,28,50,915,47,Mobile
S8606,C6,84,34,2747,49,Tablet
S8607,C1,17,68,2613,26,Tablet
S8608,C15,71,82,3266,2,Desktop
S8609,C20,84,44,5619,39,Desktop
S8610,C22,62,80,5943,58,Tablet
S8611,C26,7,58,4677,16,Tablet
S8612,C11,88,29,1870,21,Tablet
S8613,C27,30,29,3982,51,Desktop
S8614,C9,46,63,4626,60,Tablet
S8615,C16,70,30,5916,52,Desktop
S8616,C28,54,19,1335,51,Mobile
S8617,C24,84,90,690,34,Tablet
S8618,C5,19,33,4310,55,Desktop
S8619,C8,53,39,4245,50,Tablet
S8620,C12,22,21,578,47,Mobile
S8621,C19,24,80,3067,23,Desktop
S8622,C30,30,13,5075,22,Desktop
S8623,C18,8,75,4706,60,Tablet
S8624,C20,92,18,3150,20,Desktop
S8625,C20,6,61,3982,22,Desktop
S8626,C16,47,30,5336,42,Mobile
S8627,C2,40,75,2843,45,Desktop
S8628,C17,93,90,2351,1,Desktop
S8629,C15,86,12,725,45,Tablet
S8630,C14,13,51,5841,35,Tablet
S8631,C24,45,40,3289,54,Mobile
S8632,C19,77,90,5224,42,Desktop
S8633,C15,51,56,2769,46,Tablet
S8634,C11,26,90,4141,30,Mobile
S8635,C21,82,66,2679,16,Tablet
S8636,C18,15,35,3325,22,Tablet
S8637,C8,54,32,623,5,Desktop
S8638,C8,19,70,5286,27,Mobile
S8639,C16,5,81,3432,29,Tablet
S8640,C18,99,57,5690,52,Mobile
S8641,C3,40,85,2607,21,Desktop
S8642,C12,30,65,2932,47,Mobile
S8643,C12,19,53,5503,0,Mobile
S8644,C16,9,27,5204,20,Tablet
S8645,C23,100,41,621,17,Mobile
S8646,C23,78,12,5077,44,Mobile
S8647,C15,29,29,908,26,Mobile
S8648,C5,45,41,2676,2,Desktop
S8649,C12,3,90,3815,17,Mobile
S8650,C15,25,12,4463,38,Mobile
S8651,C18,5,25,2716,47,Mobile
S8652,C17,50,28,2622,52,Mobile
S8653,C11,65,79,4897,4,Desktop
S8654,C26,46,34,2679,14,Desktop
S8655,C1,55,15,619,55,Mobile
S8656,C12,34,18,1846,30,Mobile
S8657,C20,28,34,4231,26,Tablet
S8658,C7,40,29,1381,38,Mobile
S8659,C27,78,43,5898,22,Tablet
S8660,C23,99,10,4528,36,Desktop
S8661,C16,57,90,4463,40,Tablet
S8662,C29,39,42,1027,5,Mobile
S8663,C22,49,14,4480,21,Tablet
S8664,C13,99,74,2280,3,Mobile
S8665,C29,25,43,1547,59,Mobile
S8666,C30,59,28,4846,37,Tablet
S8667,C4,15,21,355,23,Desktop
S8668,C21,11,37,2806,15,Desktop
S8669,C12,53,86,2587,23,Mobile
S8670,C14,70,60,2325,32,Desktop
S8671,C23,39,45,2821,10,Desktop
S8672,C9,36,57,1695,9,Mobile
S8673,C23,18,80,2609,8,Mobile
S8674,C28,8,54,3201,20,Tablet
S8675,C2,15,48,1404,11,Desktop
S8676,C12,77,80,5961,10,Desktop
S8677,C20,49,73,2587,1,Desktop
S8678,C7,71,54,4028,30,Tablet
S8679,C18,87,16,603,33,Mobile
S8680,C14,82,47,2186,55,Tablet
S8681,C28,85,68,587,41,Mobile
S8682,C11,54,53,3398,35,Tablet
S8683,C23,91,25,2375,44,Tablet
S8684,C5,95,34,2688,48,Desktop
S8685,C14,44,87,5994,46,Mobile
S8686,C23,56,17,3280,57,Desktop
S8687,C4,87,19,543,53,Tablet
S8688,C16,39,19,4439,30,Mobile
S8689,C29,72,86,2377,28,Mobile
S8690,C3,97,65,220,53,Mobile
S8691,C3,18,46,1014,13,Tablet
S8692,C22,76,39,829,11,Desktop
S8693,C27,52,56,4975,18,Mobile
S8694,C15,74,87,863,39,Desktop
S8695,C18,50,66,1893,55,Tablet
S8696,C29,75,36,1702,27,Desktop
S8697,C13,3,35,2031,5,Desktop
S8698,C8,81,24,4877,57,Desktop
S8699,C12,56,59,2400,59,Tablet
S8700,C27,23,88,3582,50,Desktop
S8701,C14,43,78,5139,28,Desktop
S8702,C16,45,25,3145,50,Mobile
S8703,C27,98,21,3801,33,Desktop
S8704,C5,95,34,4090,46,Mobile
S8705,C9,35,34,2691,31,Desktop
S8706,C2,38,14,1153,48,Mobile
S8707,C17,18,23,3663,18,Mobile
S8708,C11,4,27,4163,57,Desktop
S8709,C14,71,65,2415,12,Mobile
S8710,C23,28,63,5593,1,Tablet
S8711,C27,100,35,5676,2,Tablet
S8712,C12,87,52,4627,34,Mobile
S8713,C19,13,65,2673,19,Mobile
S8714,C6,69,53,1479,38,Desktop
S8715,C8,92,61,528,30,Desktop
S8716,C30,57,16,3011,50,Mobile
S8717,C30,95,84,1911,47,Tablet
S8718,C29,61,86,2870,37,Tablet
S8719,C24,78,32,4531,23,Tablet
S8720,C3,84,13,4118,19,Tablet
S8721,C9,91,54,1923,41,Desktop
S8722,C7,1,77,3569,26,Mobile
S8723,C30,96,41,5145,47,Desktop
S8724,C16,24,21,5621,24,Tablet
S8725,C12,61,55,3574,33,Desktop
S8726,C30,38,16,4398,9,Tablet
S8727,C29,100,24,1768,29,Mobile
S8728,C7,26,82,5000,5,Tablet
S8729,C18,92,85,1720,42,Tablet
S8730,C6,77,49,2857,31,Tablet
S8731,C17,48,63,3708,29,Mobile
S8732,C6,11,56,490,58,Mobile
S8733,C6,46,85,4932,32,Mobile
S8734,C1,73,28,3425,11,Tablet
S8735,C21,97,61,932,8,Mobile
S8736,C25,67,53,1517,21,Tablet
S8737,C28,63,25,511,32,Desktop
S8738,C18,91,78,219,38,Mobile
S8739,C4,9,61,1985,43,Desktop
S8740,C4,29,51,3078,35,Tablet
S8741,C25,71,66,5587,0,Desktop
S8742,C6,52,28,2590,48,Tablet
S8743,C4,91,12,2480,34,Tablet
S8744,C18,65,62,1680,5,Mobile
S8745,C2,60,67,3354,34,Mobile
S8746,C14,86,24,2696,43,Mobile
S8747,C1,81,24,5788,32,Mobile
S8748,C1,88,59,888,17,Mobile
S8749,C16,88,90,3346,27,Mobile
S8750,C9,14,62,2814,11,Tablet
S8751,C13,82,85,5692,8,Desktop
S8752,C3,35,46,5518,1,Tablet
S8753,C16,38,38,897,25,Mobile
S8754,C13,21,36,4833,53,Mobile
S8755,C10,4,48,308,40,Mobile
S8756,C2,30,35,1415,10,Tablet
S8757,C26,1,86,5512,60,Desktop
S8758,C22,69,10,4240,16,Tablet
S8759,C11,9,17,5249,32,Desktop
S8760,C27,88,88,2141,33,Tablet
S8761,C16,84,67,904,45,Mobile
S8762,C1,12,57,2136,24,Desktop
S8763,C24,97,22,1418,47,Tablet
S8764,C13,34,28,3805,13,Tablet
S8765,C16,13,49,4966,38,Desktop
S8766,C10,38,67,4404,20,Tablet
S8767,C18,3,59,2409,27,Tablet
S8768,C19,48,51,2696,30,Tablet
S8769,C21,92,43,1852,24,Tablet
S8770,C15,14,28,779,19,Mobile
S8771,C20,58,30,5499,44,Tablet
S8772,C2,94,74,1430,7,Desktop
S8773,C20,78,21,3557,54,Mobile
S8774,C2,83,62,3545,9,Desktop
S8775,C16,77,20,2974,7,Desktop
S8776,C6,16,29,1510,30,Desktop
S8777,C6,87,19,3090,0,Desktop
S8778,C17,95,57,1811,8,Mobile
S8779,C15,23,27,2770,2,Tablet
S8780,C29,83,80,652,4,Desktop
S8781,C7,32,52,3546,29,Desktop
S8782,C24,71,80,700,11,Desktop
S8783,C1,19,44,5890,11,Mobile
S8784,C21,49,66,1599,15,Tablet
S8785,C17,31,63,4097,31,Tablet
S8786,C18,97,85,5331,5,Desktop
S8787,C11,25,10,2532,1,Tablet
S8788,C12,67,25,4441,28,Desktop
S8789,C12,16,62,1874,0,Mobile
S8790,C9,35,46,236,28,Mobile
S8791,C20,38,83,5995,22,Mobile
S8792,C24,20,74,3539,58,Desktop
S8793,C4,12,41,4444,60,Tablet
S8794,C20,7,48,2164,19,Mobile
S8795,C5,28,32,4854,48,Desktop
S8796,C9,32,66,4390,59,Mobile
S8797,C3,80,29,4578,41,Tablet
S8798,C4,44,27,4772,16,Desktop
S8799,C5,41,18,3507,15,Mobile
S8800,C23,15,36,3427,47,Tablet
S8801,C11,24,28,3195,23,Mobile
S8802,C16,3,10,5237,24,Desktop
S8803,C2,45,90,5079,6,Tablet
S8804,C23,79,73,622,45,Desktop
S8805,C24,19,81,1228,60,Tablet
S8806,C30,78,75,5769,10,Tablet
S8807,C16,42,19,3461,10,Desktop
S8808,C20,70,74,2716,45,Desktop
S8809,C12,48,74,1347,29,Mobile
S8810,C1,51,76,223,37,Desktop
S8811,C26,59,62,4055,58,Tablet
S8812,C11,98,43,4880,33,Tablet
S8813,C24,91,15,4269,35,Tablet
S8814,C26,92,82,4364,43,Desktop
S8815,C20,32,59,5613,24,Desktop
S8816,C13,42,28,2213,52,Tablet
S8817,C13,3,11,3350,33,Tablet
S8818,C3,61,90,5411,13,Mobile
S8819,C7,32,80,4882,15,Desktop
S8820,C17,27,57,4434,21,Mobile
S8821,C21,52,75,4620,24,Mobile
S8822,C15,51,47,5229,20,Desktop
S8823,C4,19,61,5888,4,Desktop
S8824,C16,52,68,5715,2,Desktop
S8825,C17,57,39,2873,60,Mobile
S8826,C8,57,53,1902,44,Tablet
S8827,C4,87,17,5458,22,Mobile
S8828,C25,100,10,705,44,Desktop
S8829,C29,40,76,5102,17,Desktop
S8830,C3,42,47,5549,54,Mobile
S8831,C24,32,17,3260,39,Tablet
S8832,C16,47,15,4545,28,Mobile
S8833,C12,15,20,3339,13,Mobile
S8834,C23,36,44,3134,49,Tablet
S8835,C25,25,33,3746,60,Mobile
S8836,C8,73,35,2228,56,Desktop
S8837,C28,93,61,3909,5,Tablet
S8838,C28,87,16,2100,49,Tablet
S8839,C29,13,75,4556,34,Mobile
S8840,C3,21,26,244,51,Tablet
S8841,C3,81,29,1970,9,Desktop
S8842,C17,6,80,1460,9,Mobile
S8843,C10,8,61,1439,51,Desktop
S8844,C7,38,29,1299,28,Mobile
S8845,C24,17,73,5019,52,Mobile
S8846,C21,98,42,2106,31,Desktop
S8847,C12,83,71,4263,1,Mobile
S8848,C20,67,65,3221,49,Desktop
S8849,C26,56,62,5242,23,Tablet
S8850,C28,9,64,2604,27,Tablet
S8851,C4,69,47,2908,32,Mobile
S8852,C2,66,83,928,9,Tablet
S8853,C13,49,31,1651,5,Desktop
S8854,C8,11,32,3046,17,Desktop
S8855,C30,35,20,5274,35,Mobile
S8856,C20,29,67,5298,48,Tablet
S8857,C25,69,42,1052,1,Mobile
S8858,C25,64,48,272,47,Desktop
S8859,C25,4,36,5305,0,Mobile
S8860,C24,68,48,4313,39,Mobile
S8861,C14,2,18,1795,42,Tablet
S8862,C23,16,40,5714,11,Mobile
S8863,C17,64,79,421,56,Mobile
S8864,C6,58,64,2355,58,Tablet
S8865,C13,98,75,4576,45,Tablet
S8866,C26,76,54,580,17,Desktop
S8867,C20,72,61,4404,3,Mobile
S8868,C22,88,82,4629,33,Desktop
S8869,C17,41,50,2339,13,Mobile
S8870,C26,93,39,976,56,Desktop
S8871,C19,73,38,864,14,Mobile
S8872,C8,11,33,821,11,Desktop
S8873,C20,9,48,1833,43,Desktop
S8874,C14,88,22,5634,10,Desktop
S8875,C23,79,50,5478,14,Desktop
S8876,C6,2,58,4690,10,Tablet
S8877,C14,78,27,2343,43,Mobile
S8878,C28,41,77,580,2,Tablet
S8879,C1,14,69,3503,2,Mobile
S8880,C16,13,51,3903,37,Desktop
S8881,C9,81,10,2151,43,Desktop
S8882,C5,36,41,3625,35,Mobile
S8883,C4,41,19,816,5,Desktop
S8884,C25,77,33,2544,56,Mobile
S8885,C7,19,28,4561,9,Desktop
S8886,C11,40,11,4028,8,Desktop
S8887,C22,23,66,5029,40,Mobile
S8888,C21,8,18,5607,53,Tablet
S8889,C28,57,45,285,16,Tablet
S8890,C18,84,78,4542,33,Desktop
S8891,C10,64,38,533,40,Mobile
S8892,C18,24,70,2096,53,Desktop
S8893,C20,31,90,1207,32,Desktop
S8894,C28,32,72,2095,9,Mobile
S8895,C20,84,73,4643,11,Mobile
S8896,C1,40,78,1965,29,Mobile
S8897,C11,21,29,3017,14,Tablet
S8898,C12,90,24,3168,13,Tablet
S8899,C23,15,64,4789,10,Desktop
S8900,C20,37,73,2785,1,Desktop
S8901,C9,53,71,3262,7,Mobile
S8902,C10,35,53,4680,18,Desktop
S8903,C4,39,52,770,3,Mobile
S8904,C24,5,18,2953,3,Desktop
S8905,C13,38,40,4760,56,Tablet
S8906,C10,18,10,1368,12,Mobile
S8907,C19,11,24,5315,18,Mobile
S8908,C21,67,48,2767,19,Desktop
S8909,C18,77,14,4761,20,Desktop
S8910,C28,54,65,1539,31,Tablet
S8911,C1,90,61,5499,52,Desktop
S8912,C9,3,70,4046,52,Desktop
S8913,C2,58,36,4107,22,Desktop
S8914,C15,87,10,3092,46,Tablet
S8915,C6,28,62,2969,35,Tablet
S8916,C18,28,72,5725,55,Mobile
S8917,C29,38,61,4989,60,Mobile
S8918,C9,67,88,1265,59,Desktop
S8919,C23,1,29,618,17,Tablet
S8920,C15,10,90,4305,56,Desktop
S8921,C8,99,20,5011,32,Mobile
S8922,C3,57,35,5718,48,Tablet
S8923,C5,88,30,5647,9,Desktop
S8924,C12,80,27,4724,3,Tablet
S8925,C18,53,73,4980,42,Desktop
S8926,C9,4,78,4822,5,Desktop
S8927,C14,28,23,1386,14,Mobile
S8928,C21,83,56,5339,41,Desktop
S8929,C9,65,22,5109,10,Desktop
S8930,C10,18,62,5663,47,Tablet
S8931,C21,72,22,3397,25,Mobile
S8932,C14,23,28,2297,40,Tablet
S8933,C7,82,55,2450,44,Tablet
S8934,C10,80,23,4303,35,Mobile
S8935,C20,75,67,2673,12,Tablet
S8936,C10,77,37,1953,40,Mobile
S8937,C25,52,90,466,41,Mobile
S8938,C19,73,56,3119,27,Tablet
S8939,C15,36,42,2006,10,Desktop
S8940,C1,27,54,5918,26,Desktop
S8941,C18,44,69,4479,40,Desktop
S8942,C12,16,17,1244,15,Desktop
S8943,C12,55,50,3035,24,Tablet
S8944,C16,34,53,502,34,Desktop
S8945,C8,24,82,5190,35,Desktop
S8946,C26,46,40,1954,56,Desktop
S8947,C24,9,23,4882,2,Mobile
S8948,C8,58,57,3779,5,Mobile
S8949,C1,64,59,1277,8,Mobile
S8950,C20,3,37,802,39,Tablet
S8951,C29,73,71,1317,38,Mobile
S8952,C24,58,44,2004,58,Mobile
S8953,C26,54,14,5869,11,Tablet
S8954,C24,61,89,5805,8,Desktop
S8955,C28,25,66,5724,56,Desktop
S8956,C30,25,90,3640,52,Desktop
S8957,C22,14,79,1969,60,Desktop
S8958,C20,11,22,2060,34,Mobile
S8959,C5,49,15,481,22,Mobile
S8960,C18,93,55,1963,57,Mobile
S8961,C14,22,15,4881,51,Desktop
S8962,C17,87,15,744,1,Desktop
S8963,C28,88,85,2461,2,Mobile
S8964,C2,79,72,1046,20,Desktop
S8965,C6,86,45,5905,59,Desktop
S8966,C21,56,44,4602,0,Desktop
S8967,C11,16,18,4125,26,Mobile
S8968,C21,19,86,2050,18,Tablet
S8969,C28,11,72,1934,20,Tablet
S8970,C20,27,18,268,47,Mobile
S8971,C21,96,40,325,4,Tablet
S8972,C25,15,64,2339,1,Mobile
S8973,C9,33,85,3831,39,Tablet
S8974,C26,33,39,250,15,Tablet
S8975,C2,14,32,2639,23,Mobile
S8976,C20,72,36,2930,20,Desktop
S8977,C9,51,30,2112,16,Desktop
S8978,C30,53,28,1306,20,Desktop
S8979,C27,19,48,525,36,Desktop
S8980,C14,70,30,736,36,Tablet
S8981,C22,4,44,3765,9,Desktop
S8982,C16,75,10,4548,57,Mobile
S8983,C8,81,25,4861,30,Mobile
S8984,C29,61,55,417,48,Mobile
S8985,C5,96,68,1386,44,Desktop
S8986,C12,70,82,5154,9,Mobile
S8987,C29,36,75,4122,10,Mobile
S8988,C27,4,10,3057,59,Mobile
S8989,C5,50,51,3655,6,Desktop
S8990,C2,47,77,1411,2,Desktop
S8991,C17,63,79,4975,2,Desktop
S8992,C9,86,40,4076,14,Tablet
S8993,C15,54,90,2431,37,Desktop
S8994,C8,51,83,2173,37,Desktop
S8995,C30,89,20,5244,2,Tablet
S8996,C3,70,61,3510,27,Desktop
S8997,C30,79,73,3994,44,Tablet
S8998,C18,52,41,4070,57,Mobile
S8999,C3,95,76,934,50,Desktop
S9000,C5,25,40,5417,53,Tablet
S9001,C26,6,73,4508,12,Mobile
S9002,C29,82,16,5800,26,Mobile
S9003,C11,98,80,4240,56,Desktop
S9004,C22,12,21,2841,6,Mobile
S9005,C15,15,58,3925,9,Mobile
S9006,C6,25,77,5066,25,Mobile
S9007,C11,41,68,489,40,Tablet
S9008,C15,78,66,2972,2,Tablet
S9009,C2,28,24,1869,28,Mobile
S9010,C4,37,29,412,13,Desktop
S9011,C2,14,13,1097,19,Mobile
S9012,C30,29,76,4403,48,Desktop
S9013,C15,28,60,5088,8,Tablet
S9014,C18,61,72,1214,52,Tablet
S9015,C11,57,74,4702,2,Tablet
S9016,C21,60,54,4075,13,Mobile
S9017,C28,6,17,1171,29,Mobile
S9018,C1,56,75,1204,12,Desktop
S9019,C25,37,55,2451,47,Desktop
S9020,C20,4,15,2890,18,Mobile
S9021,C1,29,17,2991,39,Desktop
S9022,C22,77,19,3185,47,Mobile
S9023,C26,42,51,3837,7,Tablet
S9024,C24,40,48,1370,60,Tablet
S9025,C22,82,89,2004,42,Tablet
S9026,C17,59,43,1487,42,Mobile
S9027,C26,85,35,4534,42,Mobile
S9028,C22,25,89,3866,48,Desktop
S9029,C1,36,86,5981,8,Desktop
S9030,C19,95,78,1262,9,Desktop
S9031,C10,62,34,3515,0,Desktop
S9032,C17,42,49,411,0,Tablet
S9033,C5,20,75,3967,58,Mobile
S9034,C1,59,48,2747,57,Mobile
S9035,C7,89,50,1789,16,Tablet
S9036,C2,63,76,2827,23,Mobile
S9037,C22,53,27,3349,20,Tablet
S9038,C6,54,30,1336,30,Desktop
S9039,C11,2,66,2635,36,Desktop
S9040,C4,32,28,5976,26,Tablet
S9041,C4,86,87,2008,18,Desktop
S9042,C5,77,81,1787,46,Mobile
S9043,C11,16,36,2113,1,Desktop
S9044,C21,67,89,3172,36,Tablet
S9045,C12,79,18,1443,46,Tablet
S9046,C8,84,52,647,25,Desktop
S9047,C27,51,32,2555,19,Desktop
S9048,C10,78,35,1461,28,Desktop
S9049,C3,70,85,2738,16,Tablet
S9050,C12,65,69,4127,19,Mobile
S9051,C8,32,37,4680,58,Mobile
S9052,C28,79,55,1084,49,Mobile
S9053,C25,11,86,4385,47,Desktop
S9054,C26,5,52,2439,46,Mobile
S9055,C15,24,63,3555,52,Tablet
S9056,C29,8,82,2563,51,Mobile
S9057,C4,18,48,2787,56,Mobile
S9058,C9,23,31,409,5,Mobile
S9059,C1,18,62,3422,59,Tablet
S9060,C4,36,39,4931,25,Tablet
S9061,C13,40,56,2596,49,Desktop
S9062,C15,17,23,1460,35,Mobile
S9063,C25,22,88,3650,40,Tablet
S9064,C3,80,76,5813,32,Desktop
S9065,C25,83,89,3101,5,Tablet
S9066,C6,91,67,581,59,Desktop
S9067,C30,23,41,387,57,Desktop
S9068,C3,51,41,2613,47,Tablet
S9069,C21,51,73,2325,37,Desktop
S9070,C3,33,18,5136,25,Desktop
S9071,C9,61,87,3112,33,Tablet
S9072,C5,47,30,4686,4,Mobile
S9073,C27,54,82,4808,19,Mobile
S9074,C6,94,27,1342,9,Desktop
S9075,C5,53,86,4770,30,Mobile
S9076,C23,87,51,2122,27,Desktop
S9077,C21,1,44,4357,7,Tablet
S9078,C9,8,89,3501,28,Tablet
S9079,C24,45,68,5006,18,Mobile
S9080,C25,95,61,3085,46,Desktop
S9081,C21,9,28,3101,39,Tablet
S9082,C4,65,89,2707,33,Mobile
S9083,C11,2,45,4035,39,Mobile
S9084,C1,18,36,3482,25,Tablet
S9085,C13,10,89,3416,47,Desktop
S9086,C2,55,54,5589,41,Tablet
S9087,C18,26,67,2189,13,Desktop
S9088,C7,74,38,4823,9,Desktop
S9089,C13,12,80,4148,8,Tablet
S9090,C4,67,33,1666,50,Mobile
S9091,C6,39,37,393,7,Mobile
S9092,C27,10,54,382,20,Desktop
S9093,C11,51,73,948,20,Desktop
S9094,C16,65,66,2171,17,Desktop
S9095,C25,76,48,5328,0,Tablet
S9096,C5,92,15,2411,52,Desktop
S9097,C2,44,56,4345,16,Desktop
S9098,C11,14,61,2967,10,Desktop
S9099,C25,42,49,3608,31,Tablet
S9100,C18,47,25,4003,4,Mobile
S9101,C27,28,33,4737,48,Mobile
S9102,C28,93,87,722,0,Tablet
S9103,C24,86,17,445,37,Desktop
S9104,C20,52,78,5672,46,Mobile
S9105,C1,45,20,911,54,Tablet
S9106,C14,54,80,873,30,Mobile
S9107,C14,9,36,1184,59,Desktop
S9108,C1,16,26,3128,5,Desktop
S9109,C23,2,35,320,13,Desktop
S9110,C12,15,13,4108,30,Mobile
S9111,C19,21,88,3816,7,Tablet
S9112,C9,22,14,382,44,Tablet
S9113,C17,38,84,5473,17,Tablet
S9114,C12,91,67,2493,35,Mobile
S9115,C17,29,42,400,17,Desktop
S9116,C4,18,89,221,29,Tablet
S9117,C19,84,29,1599,6,Mobile
S9118,C16,83,74,572,12,Mobile
S9119,C27,50,27,4665,58,Tablet
S9120,C4,19,85,4982,44,Mobile
S9121,C13,53,50,320,36,Tablet
S9122,C28,29,20,5578,20,Desktop
S9123,C19,63,38,3775,33,Mobile
S9124,C14,84,67,2311,22,Tablet
S9125,C24,76,40,2464,20,Tablet
S9126,C5,34,28,3005,22,Tablet
S9127,C18,56,26,5473,48,Desktop
S9128,C5,79,89,5175,6,Desktop
S9129,C14,34,62,4544,44,Desktop
S9130,C27,19,89,5039,22,Tablet
S9131,C10,42,47,2352,4,Mobile
S9132,C24,50,46,4136,56,Mobile
S9133,C18,11,36,4126,9,Desktop
S9134,C16,58,62,5448,42,Tablet
S9135,C19,8,40,229,12,Tablet
S9136,C5,27,84,3191,44,Desktop
S9137,C5,82,43,562,48,Desktop
S9138,C27,16,19,2546,4,Tablet
S9139,C11,40,67,2118,18,Tablet
S9140,C3,53,36,1911,10,Tablet
S9141,C19,94,84,5307,12,Desktop
S9142,C28,6,62,3559,3,Mobile
S9143,C25,40,18,5171,20,Mobile
S9144,C16,39,16,684,6,Tablet
S9145,C26,17,45,5919,53,Desktop
S9146,C23,76,54,4621,52,Tablet
S9147,C24,24,44,1881,51,Tablet
S9148,C30,61,24,1946,33,Desktop
S9149,C20,12,17,5211,33,Desktop
S9150,C22,47,35,1408,36,Mobile
S9151,C25,49,26,826,0,Desktop
S9152,C22,5,77,1559,52,Tablet
S9153,C28,86,10,3387,3,Tablet
S9154,C2,98,52,5309,3,Tablet
S9155,C17,7,48,4857,16,Mobile
S9156,C22,80,40,1264,13,Desktop
S9157,C19,33,58,3810,60,Mobile
S9158,C8,60,81,4805,15,Desktop
S9159,C15,12,43,5168,28,Tablet
S9160,C16,65,35,4114,52,Mobile
S9161,C11,16,25,1515,6,Mobile
S9162,C9,12,30,4258,1,Mobile
S9163,C11,93,85,375,33,Tablet
S9164,C2,16,54,1668,4,Desktop
S9165,C25,95,71,1879,0,Tablet
S9166,C29,46,76,283,33,Tablet
S9167,C10,14,30,3460,26,Mobile
S9168,C3,15,25,4997,34,Tablet
S9169,C10,65,38,1973,49,Mobile
S9170,C15,95,32,871,49,Desktop
S9171,C1,3,50,1700,12,Desktop
S9172,C8,75,42,1528,41,Tablet
S9173,C8,54,51,3461,35,Desktop
S9174,C29,19,76,3762,2,Tablet
S9175,C19,26,37,2047,55,Tablet
S9176,C14,1,53,4084,3,Tablet
S9177,C7,13,14,2314,47,Mobile
S9178,C8,20,31,4467,27,Mobile
S9179,C29,64,86,5629,8,Mobile
S9180,C5,91,84,4434,28,Mobile
S9181,C30,33,59,2155,2,Tablet
S9182,C16,19,42,3193,30,Tablet
S9183,C12,53,32,5913,60,Desktop
S9184,C3,60,51,753,18,Mobile
S9185,C7,66,67,5642,46,Desktop
S9186,C27,22,49,5882,35,Mobile
S9187,C14,96,25,1427,12,Desktop
S9188,C7,4,28,5601,35,Tablet
S9189,C15,39,21,1013,29,Mobile
S9190,C16,81,50,3060,21,Tablet
S9191,C25,6,60,5423,21,Desktop
S9192,C9,55,85,3007,57,Tablet
S9193,C13,85,41,5808,46,Desktop
S9194,C29,72,24,1501,42,Desktop
S9195,C2,26,46,4520,14,Mobile
S9196,C12,1,79,5771,35,Desktop
S9197,C15,17,74,2094,28,Mobile
S9198,C24,9,76,640,9,Mobile
S9199,C8,77,68,876,23,Tablet
S9200,C29,93,84,5024,21,Tablet
S9201,C17,19,27,5762,58,Desktop
S9202,C21,85,31,3574,2,Desktop
S9203,C19,1,57,3550,57,Desktop
S9204,C8,49,53,1104,31,Desktop
S9205,C29,36,56,5737,56,Desktop
S9206,C13,68,39,4911,23,Desktop
S9207,C2,59,71,4416,1,Mobile
S9208,C19,74,31,4655,40,Mobile
S9209,C5,20,62,4804,21,Tablet
S9210,C3,21,17,5707,51,Tablet
