student_id,videos_watched,quizzes_attempted,assignments_submitted,forum_posts,progress_percent,notes_downloaded
S7682,149,18,10,9,69,7
S7683,12,0,14,12,46,20
S7684,79,2,7,18,54,14
S7685,89,26,5,5,47,17
S7686,53,39,10,22,84,11
S7687,126,38,1,24,19,10
S7688,116,14,9,22,59,16
S7689,130,19,12,8,50,10
S7690,89,7,11,20,26,5
S7691,88,40,14,20,93,5
S7692,54,25,7,9,37,18
S7693,143,23,10,12,50,13
S7694,103,9,10,24,5,5
S7695,125,37,14,8,74,8
S7696,77,4,14,25,99,5
S7697,138,11,2,17,94,20
S7698,19,2,7,17,14,12
S7699,119,33,13,8,55,14
S7700,57,28,10,15,9,10
S7701,147,8,7,20,38,0
S7702,110,29,7,14,58,19
S7703,99,40,2,3,33,11
S7704,19,2,14,25,90,10
S7705,76,20,9,4,15,7
S7706,121,5,0,1,4,6
S7707,140,1,7,15,49,13
S7708,27,5,3,6,84,14
S7709,37,30,8,2,13,18
S7710,57,10,8,13,52,15
S7711,38,19,12,7,4,1
S7712,80,15,3,3,81,13
S7713,141,4,6,8,2,2
S7714,0,11,6,14,74,8
S7715,31,35,6,20,86,7
S7716,135,22,5,11,29,3
S7717,139,8,12,2,48,1
S7718,59,27,11,15,24,11
S7719,100,15,9,0,29,19
S7720,66,27,13,4,52,10
S7721,76,0,2,0,75,6
S7722,82,29,12,7,47,9
S7723,14,32,15,2,10,17
S7724,82,4,8,13,33,6
S7725,20,2,11,25,81,18
S7726,66,3,8,14,54,13
S7727,60,27,0,13,36,9
S7728,42,21,2,2,15,8
S7729,77,22,11,13,96,9
S7730,62,35,4,17,37,6
S7731,92,31,9,23,97,20
S7732,77,37,14,11,81,2
S7733,69,38,12,11,72,19
S7734,116,33,7,18,77,6
S7735,62,23,9,7,16,4
S7736,17,17,14,12,18,5
S7737,122,13,9,16,77,0
S7738,6,14,10,0,30,8
S7739,106,17,14,17,12,11
S7740,120,34,13,22,61,16
S7741,49,26,6,19,58,12
S7742,19,17,3,5,0,11
S7743,54,2,6,9,34,0
S7744,21,13,6,18,21,4
S7745,63,5,0,14,32,8
S7746,74,29,2,7,1,0
S7747,146,40,6,8,92,15
S7748,96,0,3,15,20,6
S7749,22,8,0,16,40,1
S7750,53,6,3,13,10,20
S7751,57,3,5,5,33,14
S7752,130,32,9,17,50,8
S7753,91,5,8,7,92,7
S7754,106,2,3,4,62,3
S7755,40,28,0,13,93,15
S7756,25,19,2,8,74,17
S7757,98,36,7,8,70,18
S7758,27,39,2,8,34,3
S7759,93,3,8,1,57,3
S7760,72,23,7,3,19,18
S7761,126,39,2,25,28,2
S7762,133,30,14,6,44,2
S7763,78,8,5,10,12,17
S7764,80,19,12,15,16,1
S7765,121,7,10,15,25,2
S7766,27,28,0,14,54,3
S7767,126,30,7,3,92,1
S7768,133,9,11,14,52,18
S7769,124,11,10,5,42,20
S7770,38,15,3,19,84,12
S7771,94,28,12,6,58,2
S7772,85,10,3,8,31,2
S7773,61,24,14,5,15,1
S7774,30,6,1,22,30,9
S7775,77,18,15,13,67,15
S7776,12,17,11,2,6,5
S7777,109,23,5,1,10,14
S7778,6,22,11,12,75,2
S7779,93,33,1,25,22,9
S7780,142,11,0,9,89,13
S7781,34,17,11,2,17,4
S7782,30,2,12,21,78,3
S7783,108,14,8,10,44,9
S7784,144,38,11,23,32,3
S7785,102,16,14,5,71,4
S7786,30,31,0,25,47,15
S7787,55,30,7,8,96,20
S7788,72,6,14,8,47,11
S7789,90,2,12,0,10,0
S7790,31,29,1,11,7,16
S7791,69,14,6,22,78,2
S7792,93,6,1,21,80,8
S7793,69,24,8,20,1,0
S7794,55,8,4,14,38,16
S7795,67,16,14,25,3,5
S7796,94,23,0,14,72,18
S7797,25,6,3,25,21,8
S7798,81,8,14,12,73,4
S7799,51,31,7,23,77,9
S7800,38,9,0,24,43,0
S7801,149,18,9,3,82,12
S7802,115,29,6,8,47,12
S7803,146,26,15,6,56,16
S7804,45,12,3,13,47,8
S7805,130,40,7,7,27,6
S7806,96,19,13,24,52,1
S7807,110,7,11,4,26,14
S7808,30,27,9,6,53,18
S7809,120,35,11,7,28,20
S7810,102,4,13,2,43,4
S7811,60,16,15,13,3,10
S7812,48,12,12,19,61,12
S7813,79,4,10,16,42,15
S7814,146,9,9,11,100,20
S7815,62,4,8,7,78,17
S7816,60,32,3,12,1,0
S7817,122,3,1,23,66,7
S7818,119,35,3,25,39,20
S7819,18,34,9,22,47,7
S7820,40,6,11,5,27,0
S7821,98,9,12,25,97,14
S7822,28,3,4,5,85,10
S7823,134,15,5,9,25,3
S7824,110,31,15,12,72,4
S7825,69,38,11,17,67,7
S7826,131,40,1,16,96,9
S7827,41,35,9,23,14,13
S7828,76,5,1,6,49,8
S7829,29,21,8,17,5,4
S7830,132,21,6,5,44,5
S7831,61,0,8,16,60,20
S7832,110,31,5,10,9,0
S7833,6,39,14,13,11,20
S7834,141,2,0,25,10,10
S7835,94,16,4,9,4,9
S7836,141,18,5,16,70,3
S7837,60,1,11,13,5,4
S7838,93,21,4,4,4,0
S7839,69,14,11,22,13,4
S7840,140,28,3,13,88,16
S7841,26,38,4,10,69,0
S7842,91,23,5,11,40,4
S7843,36,13,15,16,87,11
S7844,12,13,3,11,6,9
S7845,141,38,7,11,28,9
S7846,17,20,12,18,59,13
S7847,13,9,7,1,60,1
S7848,144,2,2,0,93,10
S7849,103,20,5,8,46,10
S7850,93,18,0,4,35,20
S7851,144,21,4,17,34,20
S7852,77,25,14,4,23,8
S7853,73,0,1,15,92,3
S7854,102,19,9,10,83,15
S7855,129,23,11,3,8,5
S7856,90,1,6,20,44,0
S7857,107,22,10,1,28,8
S7858,111,36,5,13,25,17
S7859,140,12,3,11,81,19
S7860,84,12,5,20,79,18
S7861,84,19,2,22,19,15
S7862,51,21,8,13,31,2
S7863,88,30,13,17,13,9
S7864,18,39,10,6,68,5
S7865,71,17,1,17,49,8
S7866,82,26,13,20,88,15
S7867,46,20,2,18,34,1
S7868,74,32,8,19,89,11
S7869,92,24,12,7,79,6
S7870,84,12,14,15,49,17
S7871,86,40,4,14,44,14
S7872,150,3,13,15,97,6
S7873,73,4,7,14,21,4
S7874,90,15,13,15,52,2
S7875,11,24,1,6,36,14
S7876,148,26,3,12,59,16
S7877,62,17,10,2,87,3
S7878,12,24,12,18,68,12
S7879,21,15,5,20,24,0
S7880,91,39,14,24,94,15
S7881,25,17,11,25,57,8
S7882,29,33,3,6,11,11
S7883,29,23,12,3,57,10
S7884,76,32,3,18,28,0
S7885,7,6,2,25,22,0
S7886,65,15,11,16,49,20
S7887,27,9,11,24,59,9
S7888,21,15,9,7,37,4
S7889,61,25,3,2,17,20
S7890,60,28,15,21,55,8
S7891,108,13,15,0,48,16
S7892,9,33,10,1,2,9
S7893,130,4,6,16,46,17
S7894,87,34,8,3,3,5
S7895,95,5,9,9,64,6
S7896,46,33,10,8,79,7
S7897,104,26,9,24,91,4
S7898,67,2,4,18,63,17
S7899,37,29,3,18,48,6
S7900,148,25,10,17,79,0
S7901,131,18,8,24,21,0
S7902,148,32,1,24,67,0
S7903,99,5,9,14,82,12
S7904,10,14,5,18,1,11
S7905,110,38,12,0,15,20
S7906,51,0,9,11,61,17
S7907,87,21,0,4,4,1
S7908,70,0,3,19,86,8
S7909,0,2,3,9,45,6
S7910,39,40,13,15,40,9
S7911,138,36,5,19,10,15
S7912,144,4,14,18,60,8
S7913,136,10,10,1,62,20
S7914,20,11,2,11,21,10
S7915,149,36,12,5,62,4
S7916,60,5,1,17,32,14
S7917,111,20,8,14,61,20
S7918,30,39,5,0,27,3
S7919,82,17,3,16,49,11
S7920,53,29,7,3,45,7
S7921,110,26,11,8,3,2
S7922,17,36,11,2,59,4
S7923,34,40,2,10,91,20
S7924,14,8,9,0,25,17
S7925,143,38,14,15,9,20
S7926,17,4,8,12,45,0
S7927,133,34,7,18,48,0
S7928,3,27,10,21,99,2
S7929,93,24,11,20,86,2
S7930,23,39,15,1,79,11
S7931,144,29,5,1,7,18
S7932,20,28,8,16,71,12
S7933,139,15,6,13,36,18
S7934,127,13,10,9,67,2
S7935,99,19,11,12,90,10
S7936,68,26,10,25,38,16
S7937,89,13,5,18,11,16
S7938,46,40,11,11,54,10
S7939,12,0,12,25,74,12
S7940,40,37,8,15,55,19
S7941,41,13,13,8,64,10
S7942,110,10,2,15,58,11
S7943,108,4,6,6,79,7
S7944,142,0,4,11,49,0
S7945,36,6,13,19,77,7
S7946,42,37,15,15,81,7
S7947,126,18,13,6,98,18
S7948,104,16,9,23,74,7
S7949,33,14,7,12,56,15
S7950,64,1,13,16,11,12
S7951,49,36,6,12,38,11
S7952,108,8,5,15,76,11
S7953,102,10,6,19,29,7
S7954,123,25,12,14,21,6
S7955,26,7,2,24,0,3
S7956,110,3,5,20,21,19
S7957,97,15,0,4,27,19
S7958,21,6,10,21,6,8
S7959,88,17,0,4,68,10
S7960,73,9,7,14,9,1
S7961,148,38,5,4,75,13
S7962,113,23,13,2,54,12
S7963,86,13,0,21,77,7
S7964,132,24,14,20,87,8
S7965,52,18,0,1,70,20
S7966,20,18,13,18,20,6
S7967,117,20,1,5,96,15
S7968,47,36,10,0,87,16
S7969,142,26,11,3,30,19
S7970,144,27,2,4,23,11
S7971,91,36,13,7,34,16
S7972,54,10,1,2,65,7
S7973,115,1,1,6,41,7
S7974,38,31,10,14,35,10
S7975,100,21,13,2,22,15
S7976,145,35,9,9,96,8
S7977,7,21,4,11,60,12
S7978,143,20,12,9,40,0
S7979,93,22,4,1,5,15
S7980,123,20,9,7,58,18
S7981,71,38,11,23,90,4
S7982,85,9,6,2,95,2
S7983,11,6,7,6,92,0
S7984,14,1,12,24,74,5
S7985,129,4,14,18,71,4
S7986,118,30,9,1,21,10
S7987,113,4,7,8,4,3
S7988,52,17,10,5,81,3
S7989,111,2,14,5,85,10
S7990,43,1,7,18,6,5
S7991,86,22,5,19,23,17
S7992,14,20,10,16,100,1
S7993,30,28,13,7,36,6
S7994,112,33,7,14,29,2
S7995,108,19,10,23,74,6
S7996,64,27,7,5,70,3
S7997,25,5,13,11,80,10
S7998,48,29,2,11,28,7
S7999,14,22,2,20,15,9
S8000,123,5,12,3,27,7
S8001,13,14,4,2,89,13
S8002,69,6,3,14,73,8
S8003,119,21,8,1,92,19
S8004,125,18,4,9,60,6
S8005,36,30,9,0,0,10
S8006,135,25,15,8,53,18
S8007,25,3,14,21,73,4
S8008,99,38,3,17,83,15
S8009,115,4,11,19,84,17
S8010,102,32,13,11,46,14
S8011,119,33,12,19,41,1
S8012,134,25,5,15,69,8
S8013,69,5,9,22,65,15
S8014,53,31,4,13,62,5
S8015,102,15,9,12,13,10
S8016,112,19,4,1,4,13
S8017,67,16,5,13,39,15
S8018,33,31,14,17,74,8
S8019,97,37,11,17,76,17
S8020,91,3,8,3,80,10
S8021,19,14,12,14,9,20
S8022,74,35,9,5,28,14
S8023,131,23,7,8,60,12
S8024,63,37,6,21,93,9
S8025,17,23,2,5,91,10
S8026,32,0,4,8,91,19
S8027,48,19,0,5,0,12
S8028,110,13,11,9,40,14
S8029,131,7,3,3,98,17
S8030,6,15,10,9,34,18
S8031,75,11,10,13,28,20
S8032,81,33,9,10,73,18
S8033,22,31,13,12,53,18
S8034,78,36,5,7,96,15
S8035,104,30,7,5,2,10
S8036,4,10,5,18,40,4
S8037,0,11,0,22,85,18
S8038,141,15,0,17,53,3
S8039,60,21,0,16,37,6
S8040,11,25,4,3,23,14
S8041,133,26,4,19,95,4
S8042,61,22,9,23,1,11
S8043,86,32,13,18,37,6
S8044,51,29,8,14,70,0
S8045,117,28,8,4,57,0
S8046,53,20,13,23,21,18
S8047,41,19,5,9,44,7
S8048,111,28,11,4,99,19
S8049,0,6,8,22,22,13
S8050,43,20,12,16,10,17
S8051,48,15,0,2,92,1
S8052,115,34,5,12,7,11
S8053,58,7,1,4,4,17
S8054,79,2,5,21,14,0
S8055,38,30,1,2,19,0
S8056,1,10,1,4,94,19
S8057,92,9,13,5,71,9
S8058,45,40,12,2,50,9
S8059,141,3,0,13,45,20
S8060,123,11,1,11,61,10
S8061,126,4,7,4,50,19
S8062,41,16,0,5,31,19
S8063,149,24,8,15,92,18
S8064,82,38,11,2,53,6
S8065,120,10,5,11,86,18
S8066,131,35,5,7,76,6
S8067,120,0,9,23,37,3
S8068,19,4,5,7,30,17
S8069,45,14,2,20,33,0
S8070,55,39,8,14,12,20
S8071,71,22,11,14,15,1
S8072,13,13,2,20,96,0
S8073,48,30,3,7,12,8
S8074,17,35,11,14,76,17
S8075,76,12,15,21,100,18
S8076,16,37,0,11,34,13
S8077,24,19,15,17,10,0
S8078,49,31,12,20,67,14
S8079,102,27,6,25,67,4
S8080,108,20,0,14,35,12
S8081,99,39,14,24,2,14
S8082,26,6,14,22,76,8
S8083,48,35,7,21,61,2
S8084,78,10,4,5,95,2
S8085,93,24,11,11,71,8
S8086,146,0,2,5,13,5
S8087,118,32,7,19,45,11
S8088,44,18,15,8,24,3
S8089,100,10,7,7,92,2
S8090,9,37,8,16,19,17
S8091,90,37,14,7,79,15
S8092,71,23,8,15,45,2
S8093,31,12,10,8,60,11
S8094,25,9,14,20,29,1
S8095,21,15,8,12,99,13
S8096,143,36,13,12,49,10
S8097,31,13,5,9,45,14
S8098,66,36,6,17,46,1
S8099,58,27,14,4,61,7
S8100,105,39,12,8,39,9
S8101,60,36,2,0,62,16
S8102,141,1,0,20,24,7
S8103,127,20,10,20,48,13
S8104,68,3,2,11,62,5
S8105,1,2,4,20,6,11
S8106,13,40,0,16,34,16
S8107,75,34,7,20,58,9
S8108,4,36,0,20,11,13
S8109,45,22,9,14,47,15
S8110,18,24,11,10,37,4
S8111,53,1,10,12,34,17
S8112,47,27,3,21,14,1
S8113,142,24,1,4,48,5
S8114,39,24,13,4,82,11
S8115,94,28,3,1,96,0
S8116,116,40,0,25,56,14
S8117,137,9,5,3,28,12
S8118,70,15,1,23,44,18
S8119,113,30,6,7,25,12
S8120,107,21,12,23,21,10
S8121,140,1,15,7,19,16
S8122,14,39,5,21,95,8
S8123,90,6,5,9,21,17
S8124,141,35,11,8,41,4
S8125,52,19,6,19,25,7
S8126,112,13,14,17,24,15
S8127,70,32,2,17,7,18
S8128,25,21,11,1,48,10
S8129,22,13,5,16,3,7
S8130,137,6,11,2,91,12
S8131,27,38,2,11,7,2
S8132,142,20,7,1,14,12
S8133,82,40,1,13,42,15
S8134,106,40,8,16,55,12
S8135,51,23,10,6,46,12
S8136,111,21,4,8,58,19
S8137,135,1,5,20,31,2
S8138,102,37,6,1,71,0
S8139,72,8,8,22,28,14
S8140,89,15,13,25,34,4
S8141,66,1,4,18,85,5
S8142,122,21,9,13,15,13
S8143,102,13,10,0,16,0
S8144,140,30,9,24,77,14
S8145,90,20,9,13,81,2
S8146,118,8,3,13,34,5
S8147,108,25,13,19,76,7
S8148,19,15,3,4,96,15
S8149,71,36,0,15,55,18
S8150,57,19,3,21,35,9
S8151,49,29,10,16,49,8
S8152,18,19,5,3,88,8
S8153,66,35,15,24,84,6
S8154,31,35,6,6,89,17
S8155,105,31,15,9,33,11
S8156,74,15,14,10,98,7
S8157,142,7,12,22,39,2
S8158,121,23,6,23,47,3
S8159,17,33,12,12,86,19
S8160,113,31,1,17,87,6
S8161,125,26,3,1,17,17
S8162,145,38,14,21,93,20
S8163,49,33,10,18,86,7
S8164,3,5,11,12,37,5
S8165,66,0,15,10,65,9
S8166,45,32,3,17,10,6
S8167,88,0,12,18,98,17
S8168,14,21,0,22,35,19
S8169,144,31,2,14,74,13
S8170,65,35,2,13,53,17
S8171,119,7,4,17,16,6
S8172,87,26,15,1,3,17
S8173,47,11,3,1,55,18
S8174,37,17,9,7,53,2
S8175,37,3,13,0,24,20
S8176,93,8,8,25,95,1
S8177,59,12,1,18,36,2
S8178,133,18,7,7,32,18
S8179,150,27,15,8,85,20
S8180,58,38,0,21,68,5
S8181,116,3,15,19,12,8
S8182,116,28,7,12,33,12
S8183,5,15,13,8,51,9
S8184,31,13,15,15,63,3
S8185,61,29,4,10,61,15
S8186,78,3,1,25,44,9
S8187,40,9,15,17,48,15
S8188,55,13,9,15,51,19
S8189,41,9,13,6,32,17
S8190,19,22,8,25,64,12
S8191,14,17,13,9,4,15
S8192,42,39,9,25,78,13
S8193,81,7,3,12,59,14
S8194,4,7,4,10,46,7
S8195,27,3,0,13,0,1
S8196,64,9,10,11,72,16
S8197,44,32,14,8,95,14
S8198,30,26,2,7,11,12
S8199,146,9,15,24,60,14
S8200,68,17,13,8,56,1
S8201,75,32,9,25,43,3
S8202,134,2,10,20,10,13
S8203,137,36,7,21,83,12
S8204,66,12,1,18,24,6
S8205,119,16,12,11,69,1
S8206,41,30,8,22,19,7
S8207,140,14,12,2,34,0
S8208,56,8,0,0,65,18
S8209,26,6,3,20,33,2
S8210,35,21,7,15,36,14
S8211,69,22,15,11,92,5
S8212,122,28,15,10,8,4
S8213,47,19,0,15,76,10
S8214,109,31,2,5,8,13
S8215,103,36,10,9,32,16
S8216,17,30,2,18,5,3
S8217,53,37,2,7,95,4
S8218,75,0,11,0,17,18
S8219,99,34,15,9,41,13
S8220,143,13,11,18,5,14
S8221,62,30,0,12,73,7
S8222,60,9,7,10,49,12
S8223,129,2,12,2,77,13
S8224,22,27,10,22,49,6
S8225,10,13,6,7,57,3
S8226,145,31,8,10,18,3
S8227,9,10,12,23,55,9
S8228,112,36,0,13,10,7
S8229,33,14,0,7,6,12
S8230,61,5,5,5,79,3
S8231,46,15,6,11,65,18
S8232,119,2,3,0,25,10
S8233,100,26,8,11,40,5
S8234,18,37,13,4,2,4
S8235,77,10,1,6,25,18
S8236,68,27,11,17,46,3
S8237,138,2,12,18,63,2
S8238,52,36,11,20,58,14
S8239,94,4,12,21,1,13
S8240,21,2,6,1,81,4
S8241,97,9,2,12,20,7
S8242,8,1,7,19,35,9
S8243,129,36,10,9,73,12
S8244,43,10,13,25,67,2
S8245,73,37,1,3,25,14
S8246,52,10,10,11,19,15
S8247,58,31,2,25,3,1
S8248,141,7,14,9,97,2
S8249,112,10,12,16,52,11
S8250,42,7,2,7,78,4
S8251,121,36,14,13,10,14
S8252,130,23,12,14,64,0
S8253,33,22,7,11,36,18
S8254,81,14,4,15,7,1
S8255,44,28,11,4,98,15
S8256,65,23,13,4,43,19
S8257,18,26,15,12,41,5
S8258,111,7,5,18,28,19
S8259,136,19,9,4,65,12
S8260,0,0,14,12,54,2
S8261,4,25,11,24,40,18
S8262,105,18,15,21,15,12
S8263,129,3,1,2,87,4
S8264,41,35,7,12,42,3
S8265,60,14,5,15,63,14
S8266,61,15,1,11,64,14
S8267,77,29,4,10,46,5
S8268,15,31,15,10,88,13
S8269,139,32,1,1,8,2
S8270,135,21,10,19,10,8
S8271,85,25,5,18,30,12
S8272,4,9,9,15,59,8
S8273,51,11,6,24,4,9
S8274,79,21,5,16,86,14
S8275,75,10,9,13,26,11
S8276,51,36,1,19,97,0
S8277,15,15,6,12,13,7
S8278,36,38,15,1,23,19
S8279,89,4,5,18,19,10
S8280,97,28,9,6,61,7
S8281,93,6,4,17,77,19
S8282,14,5,1,19,74,11
S8283,48,12,9,23,92,0
S8284,27,20,8,9,19,13
S8285,142,0,12,15,44,6
S8286,58,7,7,5,17,6
S8287,141,39,14,17,53,5
S8288,45,0,8,19,43,3
S8289,65,30,0,6,54,15
S8290,93,8,0,7,38,19
S8291,52,21,14,19,16,16
S8292,8,14,9,16,0,19
S8293,66,28,11,1,96,14
S8294,129,28,3,18,52,4
S8295,66,24,15,17,13,12
S8296,122,12,7,10,73,2
S8297,55,39,4,2,73,7
S8298,42,3,10,11,70,17
S8299,114,5,0,20,76,6
S8300,84,12,2,24,90,10
S8301,83,14,8,13,49,9
S8302,92,9,2,6,67,15
S8303,135,3,5,8,94,11
S8304,22,10,0,11,9,8
S8305,133,32,1,6,55,18
S8306,88,7,14,15,17,17
S8307,150,36,7,16,67,14
S8308,50,12,12,1,13,1
S8309,37,22,7,15,41,17
S8310,70,18,9,14,68,7
S8311,112,35,0,12,27,15
S8312,123,18,5,0,33,6
S8313,21,20,3,9,17,8
S8314,8,21,14,1,61,20
S8315,129,40,15,22,37,7
S8316,146,26,4,22,24,1
S8317,15,26,10,20,83,20
S8318,57,19,12,23,10,7
S8319,140,10,0,19,7,8
S8320,139,26,1,11,65,3
S8321,40,33,12,17,24,16
S8322,50,20,10,3,69,11
S8323,129,31,3,23,12,18
S8324,35,6,13,0,45,0
S8325,147,36,12,10,72,10
S8326,52,31,0,24,33,17
S8327,71,11,3,22,70,19
S8328,100,32,1,19,84,16
S8329,97,22,7,2,91,9
S8330,23,4,14,16,23,19
S8331,105,25,3,22,54,4
S8332,148,21,11,13,76,4
S8333,67,2,6,11,21,0
S8334,129,23,13,15,48,11
S8335,93,32,1,24,34,8
S8336,39,5,3,3,63,12
S8337,136,39,14,21,75,12
S8338,106,8,3,13,56,1
S8339,12,2,3,1,88,9
S8340,130,0,10,18,85,1
S8341,23,36,12,11,71,20
S8342,128,40,14,0,20,14
S8343,33,2,5,4,20,3
S8344,116,32,6,12,31,8
S8345,29,16,11,6,23,15
S8346,19,12,6,19,51,19
S8347,85,32,0,9,94,13
S8348,60,21,11,9,68,5
S8349,130,9,14,13,85,4
S8350,114,27,13,13,42,9
S8351,79,26,10,20,51,12
S8352,115,35,6,0,88,18
S8353,81,36,12,23,51,3
S8354,149,13,14,18,7,11
S8355,140,34,5,13,62,8
S8356,21,36,8,23,27,16
S8357,104,12,9,15,46,10
S8358,0,37,11,23,44,15
S8359,16,37,14,0,39,7
S8360,150,23,5,3,56,11
S8361,32,14,13,19,78,4
S8362,39,38,13,11,7,4
S8363,91,5,8,9,29,11
S8364,22,26,9,24,21,1
S8365,103,20,5,24,66,0
S8366,112,0,1,16,37,18
S8367,119,34,8,18,16,13
S8368,78,40,11,25,0,9
S8369,137,0,8,12,62,14
S8370,106,26,4,17,72,5
S8371,72,28,14,1,29,4
S8372,146,9,10,14,93,12
S8373,113,18,1,6,96,9
S8374,56,37,8,4,49,8
S8375,20,2,12,4,93,4
S8376,56,25,14,12,29,13
S8377,121,17,14,0,43,9
S8378,117,1,6,8,75,19
S8379,14,11,1,9,79,2
S8380,45,17,11,3,36,14
S8381,41,10,4,13,20,4
S8382,31,40,6,18,65,11
S8383,7,35,14,12,92,9
S8384,71,35,8,6,81,6
S8385,145,35,1,18,98,3
S8386,42,31,2,21,97,15
S8387,107,10,13,16,91,5
S8388,42,15,12,12,53,5
S8389,63,26,12,20,39,12
S8390,51,17,6,21,89,11
S8391,36,6,9,1,12,15
S8392,144,39,7,7,92,11
S8393,82,26,12,23,56,7
S8394,129,24,11,14,73,9
S8395,109,19,5,18,68,20
S8396,62,34,11,24,49,12
S8397,109,18,9,22,58,7
S8398,15,18,5,23,81,2
S8399,86,13,5,25,72,0
S8400,119,40,14,1,82,0
S8401,63,14,6,16,24,1
S8402,74,38,8,20,60,0
S8403,95,26,9,1,80,0
S8404,145,18,14,16,28,17
S8405,117,27,13,18,41,20
S8406,96,36,8,19,51,4
S8407,117,5,9,3,61,6
S8408,112,22,13,4,95,8
S8409,18,28,9,8,58,3
S8410,54,0,7,20,73,15
S8411,148,0,8,23,18,15
S8412,47,9,8,21,83,10
S8413,64,31,12,5,38,0
S8414,102,20,9,9,89,20
S8415,104,15,6,13,5,8
S8416,70,33,14,6,28,10
S8417,66,9,10,17,33,2
S8418,21,40,3,24,39,0
S8419,126,25,0,14,89,10
S8420,149,9,13,21,78,3
S8421,129,31,5,21,43,2
S8422,143,18,10,4,68,18
S8423,16,36,11,14,29,11
S8424,95,37,2,19,21,3
S8425,59,20,0,20,48,11
S8426,29,6,13,18,61,0
S8427,16,2,8,21,20,10
S8428,37,27,5,15,99,2
S8429,109,23,9,15,100,6
S8430,92,40,9,22,44,13
S8431,20,15,1,19,81,12
S8432,111,2,4,2,1,11
S8433,128,5,0,7,88,17
S8434,113,20,2,13,43,2
S8435,78,17,12,14,36,17
S8436,45,1,6,16,88,4
S8437,78,12,10,10,50,1
S8438,35,39,8,15,79,14
S8439,58,8,6,2,31,6
S8440,17,34,13,22,71,12
S8441,93,6,9,23,68,13
S8442,109,17,12,10,97,17
S8443,22,0,11,7,99,19
S8444,131,36,12,4,7,5
S8445,31,36,0,14,73,11
S8446,60,8,6,16,9,6
S8447,122,10,14,16,1,3
S8448,124,0,1,3,70,7
S8449,111,6,11,16,15,15
S8450,87,32,4,18,60,5
S8451,83,20,5,7,36,20
S8452,148,40,11,20,46,13
S8453,137,30,10,13,89,6
S8454,7,9,6,15,26,1
S8455,30,14,0,5,8,5
S8456,135,34,15,3,5,8
S8457,15,32,11,19,6,11
S8458,135,8,14,20,42,3
S8459,0,32,4,9,89,19
S8460,62,11,1,17,67,11
S8461,53,22,6,15,35,3
S8462,117,16,6,20,59,1
S8463,106,37,7,23,99,7
S8464,78,37,1,1,52,1
S8465,42,38,13,17,54,11
S8466,147,28,11,23,18,17
S8467,145,38,14,3,37,19
S8468,14,25,10,21,44,16
S8469,58,11,6,14,19,5
S8470,120,16,15,25,76,20
S8471,133,4,15,19,66,13
S8472,68,12,6,2,30,16
S8473,21,24,14,2,93,20
S8474,3,19,6,2,54,4
S8475,89,39,5,7,4,0
S8476,120,14,3,6,49,11
S8477,133,31,11,6,2,13
S8478,37,1,13,3,25,5
S8479,33,21,15,11,90,14
S8480,44,3,11,11,87,18
S8481,23,33,9,16,10,14
S8482,131,0,6,0,24,9
S8483,50,18,15,1,12,0
S8484,117,7,2,0,24,11
S8485,131,16,11,13,40,0
S8486,62,2,15,19,39,0
S8487,97,30,10,14,93,2
S8488,127,21,8,20,33,10
S8489,23,25,10,6,13,0
S8490,141,25,5,7,0,6
S8491,135,40,0,8,83,8
S8492,68,28,4,9,64,14
S8493,107,0,0,9,96,18
S8494,104,38,14,19,3,4
S8495,7,2,3,8,76,1
S8496,139,39,3,12,71,15
S8497,12,40,3,19,85,13
S8498,25,27,11,19,67,12
S8499,122,29,7,0,78,7
S8500,111,0,15,1,86,11
S8501,85,36,12,9,9,2
S8502,109,37,9,11,1,1
S8503,7,0,14,18,55,4
S8504,133,17,10,16,24,20
S8505,4,1,1,6,35,1
S8506,148,28,5,21,92,16
S8507,121,33,5,6,63,8
S8508,8,24,15,8,93,11
S8509,63,17,11,7,39,17
S8510,76,24,0,7,81,18
S8511,124,23,15,0,12,9
S8512,85,17,3,5,96,18
S8513,150,0,13,24,28,18
S8514,88,13,3,12,42,9
S8515,127,38,10,13,63,4
S8516,17,3,4,25,15,0
S8517,97,24,3,8,93,15
S8518,17,30,5,12,26,15
S8519,146,11,10,4,38,8
S8520,9,1,14,18,18,6
S8521,62,18,0,24,47,15
S8522,69,6,14,24,89,2
S8523,51,5,7,23,10,8
S8524,102,26,3,9,43,10
S8525,117,32,11,20,91,2
S8526,36,10,9,0,55,17
S8527,28,38,12,9,27,14
S8528,94,40,1,21,44,13
S8529,99,39,15,3,74,7
S8530,88,35,12,7,84,19
S8531,44,38,13,20,77,10
S8532,56,15,15,4,25,6
S8533,82,5,15,0,19,17
S8534,24,3,13,6,54,12
S8535,69,33,11,17,85,6
S8536,53,35,3,9,56,7
S8537,21,14,10,14,56,20
S8538,105,26,0,13,34,1
S8539,0,21,4,6,84,0
S8540,81,2,14,21,76,15
S8541,34,13,2,12,10,20
S8542,116,31,4,9,25,8
S8543,22,29,14,5,78,7
S8544,104,28,9,5,62,13
S8545,137,29,10,15,36,17
S8546,21,4,12,8,71,2
S8547,73,22,0,12,37,19
S8548,54,8,15,6,26,3
S8549,51,19,14,7,87,13
S8550,32,3,3,22,99,7
S8551,63,15,5,0,52,20
S8552,132,30,7,7,1,19
S8553,96,1,0,22,42,0
