student_id,average_quiz_score,assignment_score,final_exam_score,badges_earned,certified
S7724,92,84,91,2,1
S7725,55,46,43,0,0
S7726,80,75,79,2,1
S7727,86,80,79,7,1
S7728,81,78,75,3,1
S7729,66,61,51,4,1
S7730,57,47,41,3,0
S7731,70,60,60,6,1
S7732,78,76,67,3,1
S7733,51,44,31,5,0
S7734,72,65,58,7,1
S7735,46,36,44,5,0
S7736,64,62,44,6,1
S7737,94,94,91,2,1
S7738,51,49,39,3,0
S7739,68,62,56,8,1
S7740,94,85,79,8,1
S7741,91,85,82,0,1
S7742,78,78,77,7,1
S7743,80,73,69,0,1
S7744,69,65,53,2,1
S7745,84,81,71,5,1
S7746,61,51,45,6,1
S7747,56,56,43,5,0
S7748,52,44,48,2,0
S7749,56,46,50,3,0
S7750,68,63,67,3,1
S7751,82,81,68,4,1
S7752,76,70,65,8,1
S7753,85,81,77,6,1
S7754,62,60,53,6,1
S7755,88,83,87,4,1
S7756,94,84,87,1,1
S7757,84,77,75,7,1
S7758,49,39,49,3,0
S7759,72,63,55,2,1
S7760,58,52,49,0,0
S7761,69,66,67,7,1
S7762,58,50,57,4,0
S7763,58,52,57,0,0
S7764,58,55,50,4,0
S7765,42,38,29,1,0
S7766,100,98,94,1,1
S7767,40,30,29,4,0
S7768,48,43,36,3,0
S7769,68,64,56,2,1
S7770,67,62,58,1,1
S7771,79,74,61,7,1
S7772,48,46,48,1,0
S7773,53,44,36,6,0
S7774,94,86,78,0,1
S7775,65,59,63,6,1
S7776,55,51,44,6,0
S7777,94,85,80,8,1
S7778,57,53,40,8,0
S7779,59,56,45,1,0
S7780,42,36,31,6,0
S7781,43,38,38,0,0
S7782,47,44,37,7,0
S7783,79,73,68,3,1
S7784,97,94,96,0,1
S7785,81,72,66,2,1
S7786,87,79,73,2,1
S7787,46,44,37,6,0
S7788,47,39,32,6,0
S7789,70,63,67,0,1
S7790,77,77,60,2,1
S7791,64,54,60,6,1
S7792,81,78,80,6,1
S7793,66,58,59,0,1
S7794,58,52,43,4,0
S7795,50,42,30,8,0
S7796,93,91,83,8,1
S7797,40,40,30,1,0
S7798,79,75,61,1,1
S7799,98,94,89,8,1
S7800,66,63,64,2,1
S7801,86,79,84,0,1
S7802,71,68,60,6,1
S7803,88,88,88,0,1
S7804,48,48,34,5,0
S7805,87,86,81,7,1
S7806,75,65,64,6,1
S7807,56,52,56,8,0
S7808,57,47,57,5,0
S7809,40,38,25,6,0
S7810,93,89,81,2,1
S7811,81,72,72,6,1
S7812,95,93,90,0,1
S7813,97,94,79,6,1
S7814,58,56,46,6,0
S7815,89,80,88,0,1
S7816,53,45,42,8,0
S7817,83,78,83,0,1
S7818,89,89,71,2,1
S7819,85,76,80,2,1
S7820,75,68,69,3,1
S7821,47,41,40,4,0
S7822,41,33,32,5,0
S7823,83,80,74,4,1
S7824,68,62,55,8,1
S7825,45,38,43,7,0
S7826,45,43,40,7,0
S7827,48,44,46,2,0
S7828,94,90,88,8,1
S7829,96,86,86,8,1
S7830,80,75,75,4,1
S7831,79,71,74,3,1
S7832,89,88,72,5,1
S7833,57,50,56,8,0
S7834,42,39,33,1,0
S7835,80,71,64,0,1
S7836,52,43,46,0,0
S7837,65,58,62,5,1
S7838,46,45,33,5,0
S7839,66,57,49,4,1
S7840,64,59,52,1,1
S7841,77,72,62,3,1
S7842,60,58,54,8,0
S7843,87,82,77,8,1
S7844,68,64,67,4,1
S7845,74,68,67,7,1
S7846,47,37,33,7,0
S7847,72,72,65,6,1
S7848,95,87,79,8,1
S7849,43,37,38,3,0
S7850,48,47,32,6,0
S7851,89,82,79,2,1
S7852,57,51,45,2,0
S7853,76,68,67,5,1
S7854,82,76,64,2,1
S7855,97,95,94,3,1
S7856,64,64,56,5,1
S7857,53,47,52,5,0
S7858,46,39,32,8,0
S7859,72,66,64,3,1
S7860,95,86,86,2,1
S7861,60,50,58,2,0
S7862,79,75,63,2,1
S7863,77,77,71,4,1
S7864,66,57,65,5,1
S7865,99,96,90,0,1
S7866,67,67,62,2,1
S7867,63,61,53,0,1
S7868,100,97,99,4,1
S7869,92,90,78,2,1
S7870,43,43,37,6,0
S7871,97,94,91,4,1
S7872,96,87,79,4,1
S7873,48,48,36,5,0
S7874,42,32,32,1,0
S7875,52,46,44,3,0
S7876,55,49,39,1,0
S7877,89,85,80,3,1
S7878,75,73,55,4,1
S7879,86,85,77,4,1
S7880,84,82,82,6,1
S7881,93,89,85,1,1
S7882,50,48,49,8,0
S7883,43,34,27,1,0
S7884,46,41,37,3,0
S7885,64,61,52,5,1
S7886,90,88,70,5,1
S7887,72,72,64,8,1
S7888,69,68,55,8,1
S7889,41,36,33,6,0
S7890,51,50,31,2,0
S7891,60,59,53,4,0
S7892,47,46,47,4,0
S7893,54,44,47,2,0
S7894,70,62,60,8,1
S7895,73,66,59,7,1
S7896,53,51,46,0,0
S7897,79,70,74,3,1
S7898,40,40,29,7,0
S7899,90,82,88,2,1
S7900,100,95,89,6,1
S7901,73,63,69,2,1
S7902,90,86,83,5,1
S7903,50,48,34,1,0
S7904,68,58,51,2,1
S7905,84,76,72,3,1
S7906,52,44,47,1,0
S7907,86,85,70,7,1
S7908,62,62,53,3,1
S7909,46,40,29,3,0
S7910,100,91,81,8,1
S7911,79,76,72,0,1
S7912,82,77,81,8,1
S7913,44,44,26,4,0
S7914,66,58,59,1,1
S7915,76,66,57,8,1
S7916,53,52,49,3,0
S7917,43,36,41,0,0
S7918,93,91,78,2,1
S7919,51,50,51,2,0
S7920,41,41,38,5,0
S7921,93,84,76,8,1
S7922,61,56,54,2,1
S7923,45,35,29,8,0
S7924,44,36,35,2,0
S7925,73,73,58,6,1
S7926,50,42,50,7,0
S7927,49,40,31,6,0
S7928,65,59,57,8,1
S7929,44,43,32,6,0
S7930,51,47,35,1,0
S7931,85,75,76,0,1
S7932,96,96,89,5,1
S7933,72,65,54,2,1
S7934,76,72,75,1,1
S7935,88,87,86,6,1
S7936,72,71,65,1,1
S7937,41,37,25,4,0
S7938,55,47,51,7,0
S7939,42,37,41,8,0
S7940,57,57,56,5,0
S7941,80,80,62,4,1
S7942,83,79,71,8,1
S7943,70,68,65,8,1
S7944,41,41,27,3,0
S7945,73,63,69,3,1
S7946,52,42,45,4,0
S7947,85,80,65,7,1
S7948,98,88,82,0,1
S7949,80,76,76,4,1
S7950,84,77,66,7,1
S7951,95,86,75,2,1
S7952,88,84,74,5,1
S7953,93,84,80,4,1
S7954,95,91,92,3,1
S7955,62,59,60,6,1
S7956,60,56,58,8,0
S7957,66,63,49,5,1
S7958,82,79,75,7,1
S7959,66,60,48,6,1
S7960,83,74,66,5,1
S7961,40,40,31,2,0
S7962,99,97,98,1,1
S7963,45,41,39,1,0
S7964,90,87,79,4,1
S7965,85,79,74,2,1
S7966,74,68,61,2,1
S7967,48,41,34,0,0
S7968,96,92,93,5,1
S7969,69,61,61,6,1
S7970,46,41,27,8,0
S7971,75,75,75,8,1
S7972,86,76,68,1,1
S7973,40,39,28,2,0
S7974,93,93,92,2,1
S7975,77,68,60,5,1
S7976,58,49,46,0,0
S7977,46,46,32,8,0
S7978,86,79,84,4,1
S7979,74,69,64,2,1
S7980,100,92,94,5,1
S7981,80,78,66,2,1
S7982,69,60,62,4,1
S7983,89,80,76,2,1
S7984,44,41,40,2,0
S7985,96,89,87,3,1
S7986,48,38,35,1,0
S7987,41,38,26,4,0
S7988,49,43,41,5,0
S7989,72,72,70,7,1
S7990,84,79,68,0,1
S7991,40,35,33,8,0
S7992,93,86,91,1,1
S7993,64,63,56,2,1
S7994,44,36,44,1,0
S7995,92,82,72,5,1
S7996,77,74,59,7,1
S7997,50,44,32,3,0
S7998,80,75,62,0,1
S7999,96,95,76,3,1
S8000,46,37,34,1,0
S8001,98,96,98,4,1
S8002,47,47,34,1,0
S8003,84,77,82,1,1
S8004,66,64,48,8,1
S8005,77,76,69,5,1
S8006,89,88,69,4,1
S8007,84,81,80,4,1
S8008,42,33,26,1,0
S8009,80,77,78,0,1
S8010,92,84,87,7,1
S8011,47,43,29,1,0
S8012,85,76,78,8,1
S8013,79,74,61,7,1
S8014,63,58,45,6,1
S8015,51,42,48,8,0
S8016,60,51,40,2,0
S8017,86,84,78,0,1
S8018,77,68,58,5,1
S8019,59,50,49,7,0
S8020,98,92,96,8,1
S8021,90,83,73,3,1
S8022,99,94,80,6,1
S8023,82,78,77,4,1
S8024,81,79,80,2,1
S8025,60,54,50,5,0
S8026,42,35,36,1,0
S8027,51,48,40,2,0
S8028,71,69,71,1,1
S8029,99,91,89,1,1
S8030,67,67,52,4,1
S8031,72,62,65,6,1
S8032,93,90,88,7,1
S8033,100,93,97,7,1
S8034,40,40,33,5,0
S8035,85,81,84,5,1
S8036,85,81,84,4,1
S8037,50,44,34,6,0
S8038,57,56,51,7,0
S8039,63,61,49,7,1
S8040,80,76,67,6,1
S8041,75,69,68,4,1
S8042,42,36,23,3,0
S8043,60,55,55,4,0
S8044,74,65,71,5,1
S8045,59,53,54,1,0
S8046,47,38,37,2,0
S8047,56,46,44,2,0
S8048,75,70,68,5,1
S8049,57,49,46,2,0
S8050,49,39,47,1,0
S8051,98,91,96,1,1
S8052,68,65,62,7,1
S8053,54,50,42,7,0
S8054,61,57,59,5,1
S8055,77,69,59,0,1
S8056,99,96,92,1,1
S8057,43,40,28,1,0
S8058,51,44,33,6,0
S8059,64,58,59,1,1
S8060,77,69,76,3,1
S8061,72,70,67,8,1
S8062,56,47,56,8,0
S8063,86,84,83,3,1
S8064,95,86,85,1,1
S8065,88,79,86,2,1
S8066,51,42,41,1,0
S8067,40,40,34,3,0
S8068,71,61,60,7,1
S8069,78,69,68,6,1
S8070,46,37,39,1,0
S8071,60,50,60,1,0
S8072,55,51,54,0,0
S8073,62,60,45,4,1
S8074,66,62,50,1,1
S8075,59,57,40,7,0
S8076,86,80,85,3,1
S8077,49,45,42,7,0
S8078,93,85,86,6,1
S8079,45,37,42,4,0
S8080,85,78,79,0,1
S8081,64,63,53,1,1
S8082,98,93,95,8,1
S8083,62,56,42,6,1
S8084,92,92,80,3,1
S8085,73,67,62,3,1
S8086,84,77,80,2,1
S8087,71,70,58,7,1
S8088,80,75,72,2,1
S8089,86,85,84,0,1
S8090,50,41,45,5,0
S8091,96,96,96,3,1
S8092,69,69,69,4,1
S8093,62,62,55,0,1
S8094,83,74,81,0,1
S8095,47,38,39,1,0
S8096,58,52,49,1,0
S8097,57,55,48,7,0
S8098,65,64,64,1,1
S8099,42,36,38,8,0
S8100,83,81,66,0,1
S8101,89,85,79,1,1
S8102,80,73,63,2,1
S8103,54,52,45,8,0
S8104,77,71,62,0,1
S8105,53,49,44,6,0
S8106,65,57,63,0,1
S8107,52,49,47,2,0
S8108,60,55,40,3,0
S8109,48,42,46,5,0
S8110,49,45,41,1,0
S8111,58,56,41,3,0
S8112,92,83,83,4,1
S8113,53,47,53,3,0
S8114,71,69,62,4,1
S8115,95,88,86,2,1
S8116,95,86,83,1,1
S8117,64,58,44,8,1
S8118,76,68,74,3,1
S8119,53,49,39,3,0
S8120,91,82,72,3,1
S8121,58,58,55,1,0
S8122,62,58,53,3,1
S8123,91,82,90,0,1
S8124,40,35,40,8,0
S8125,96,93,93,6,1
S8126,48,39,34,4,0
S8127,65,57,62,8,1
S8128,92,83,88,1,1
S8129,63,62,58,2,1
S8130,92,85,79,2,1
S8131,80,72,60,5,1
S8132,89,88,86,6,1
S8133,80,78,78,8,1
S8134,61,59,59,8,1
S8135,58,53,38,2,0
S8136,45,35,34,5,0
S8137,49,49,32,8,0
S8138,97,97,88,4,1
S8139,94,86,92,3,1
S8140,45,38,29,6,0
S8141,51,48,40,4,0
S8142,78,75,62,0,1
S8143,75,74,67,5,1
S8144,44,37,25,3,0
S8145,90,80,90,5,1
S8146,90,85,78,8,1
S8147,100,93,90,6,1
S8148,54,51,44,1,0
S8149,62,54,49,7,1
S8150,90,81,77,7,1
S8151,86,80,78,3,1
S8152,81,71,78,5,1
S8153,62,57,59,2,1
S8154,43,40,38,6,0
S8155,57,54,39,8,0
S8156,88,85,83,8,1
S8157,45,38,38,4,0
S8158,48,45,40,1,0
S8159,87,86,74,6,1
S8160,71,67,71,4,1
S8161,81,71,79,2,1
S8162,49,49,37,4,0
S8163,63,58,62,1,1
S8164,79,78,72,7,1
S8165,90,81,76,5,1
S8166,70,61,50,7,1
S8167,67,57,47,8,1
S8168,73,65,60,3,1
S8169,54,48,35,6,0
S8170,40,38,33,8,0
S8171,79,78,60,2,1
S8172,77,77,71,5,1
S8173,83,76,65,2,1
S8174,93,83,78,1,1
S8175,55,50,36,8,0
S8176,71,61,58,2,1
S8177,93,90,85,2,1
S8178,95,90,95,4,1
S8179,47,45,41,5,0
S8180,77,72,71,0,1
S8181,68,63,56,2,1
S8182,87,86,79,0,1
S8183,84,80,80,3,1
S8184,63,61,45,0,1
S8185,92,91,76,2,1
S8186,78,72,61,8,1
S8187,62,55,55,2,1
S8188,67,64,53,6,1
S8189,55,54,37,6,0
S8190,79,74,72,4,1
S8191,88,78,87,6,1
S8192,87,83,76,4,1
S8193,87,77,75,5,1
S8194,85,85,66,0,1
S8195,87,87,85,7,1
S8196,91,89,91,3,1
S8197,45,41,30,7,0
S8198,79,70,79,1,1
S8199,81,76,69,2,1
S8200,62,56,57,6,1
S8201,71,62,69,7,1
S8202,90,86,88,7,1
S8203,97,92,78,8,1
S8204,61,60,46,5,1
S8205,68,65,55,8,1
S8206,93,93,79,5,1
S8207,83,82,75,1,1
S8208,92,92,91,8,1
S8209,90,84,89,3,1
S8210,99,93,82,4,1
S8211,89,81,89,6,1
S8212,80,70,75,4,1
S8213,97,90,94,3,1
S8214,66,60,58,3,1
S8215,76,75,59,6,1
S8216,88,79,78,2,1
S8217,90,85,70,4,1
S8218,66,57,64,1,1
S8219,86,85,82,0,1
S8220,63,61,44,1,1
S8221,79,79,60,5,1
S8222,84,83,70,1,1
S8223,69,66,57,4,1
S8224,41,38,41,3,0
S8225,92,89,79,5,1
S8226,41,32,38,4,0
S8227,78,69,60,3,1
S8228,69,66,58,2,1
S8229,57,48,55,8,0
S8230,44,36,26,3,0
S8231,100,97,91,3,1
S8232,76,74,61,0,1
S8233,84,84,81,5,1
S8234,90,89,71,6,1
S8235,89,80,85,1,1
S8236,91,90,85,7,1
S8237,90,90,82,6,1
S8238,53,53,52,0,0
S8239,51,49,42,2,0
S8240,67,58,54,8,1
S8241,48,48,36,3,0
S8242,48,45,30,2,0
S8243,86,86,81,0,1
S8244,85,80,66,5,1
S8245,68,67,52,2,1
S8246,54,52,41,2,0
S8247,85,77,76,0,1
S8248,55,52,47,3,0
S8249,93,93,73,1,1
S8250,83,80,64,5,1
S8251,92,86,92,4,1
S8252,44,35,39,6,0
S8253,51,43,37,4,0
S8254,98,92,95,8,1
S8255,85,77,74,7,1
S8256,93,88,73,4,1
S8257,60,60,50,5,0
S8258,44,38,39,6,0
S8259,78,74,67,6,1
S8260,74,70,65,0,1
S8261,76,73,76,2,1
S8262,96,91,76,1,1
S8263,64,54,54,3,1
S8264,71,67,65,1,1
S8265,51,44,46,5,0
S8266,63,61,61,8,1
S8267,66,57,59,0,1
S8268,50,46,44,7,0
S8269,63,54,45,4,1
S8270,53,49,39,0,0
S8271,83,81,73,2,1
S8272,75,69,74,7,1
S8273,90,89,72,5,1
S8274,84,84,68,5,1
S8275,79,71,64,0,1
S8276,74,70,54,3,1
S8277,74,73,70,6,1
S8278,51,47,45,0,0
S8279,68,68,51,0,1
S8280,79,71,75,3,1
S8281,88,80,81,4,1
S8282,89,79,70,2,1
S8283,88,84,69,5,1
S8284,97,93,97,8,1
S8285,70,65,56,5,1
S8286,62,60,61,5,1
S8287,89,83,69,6,1
S8288,74,64,73,1,1
S8289,55,55,39,3,0
S8290,84,77,64,0,1
S8291,96,91,81,6,1
S8292,84,84,66,7,1
S8293,86,86,70,8,1
S8294,43,35,34,3,0
S8295,91,85,89,3,1
S8296,43,39,29,8,0
S8297,49,49,38,0,0
S8298,46,37,39,2,0
S8299,45,45,39,1,0
S8300,82,76,80,7,1
S8301,67,59,55,1,1
S8302,98,91,84,0,1
S8303,58,58,38,5,0
S8304,59,50,51,7,0
S8305,53,53,44,5,0
S8306,42,40,38,4,0
S8307,85,82,74,3,1
S8308,43,42,40,4,0
S8309,95,95,86,7,1
S8310,94,85,91,2,1
S8311,93,83,81,6,1
S8312,51,48,47,1,0
S8313,43,35,39,7,0
S8314,43,36,43,8,0
S8315,42,37,33,6,0
S8316,49,49,48,4,0
S8317,48,41,42,0,0
S8318,65,61,49,2,1
S8319,57,52,37,5,0
S8320,75,75,71,2,1
S8321,82,74,64,2,1
S8322,100,92,100,3,1
S8323,42,39,31,6,0
S8324,61,54,59,8,1
S8325,59,57,57,1,0
S8326,59,56,52,0,0
S8327,50,45,30,6,0
S8328,40,34,30,7,0
S8329,72,70,68,8,1
S8330,99,98,81,0,1
S8331,82,80,77,4,1
S8332,81,78,74,8,1
S8333,91,86,80,6,1
S8334,41,41,27,6,0
S8335,78,70,66,2,1
S8336,65,59,58,6,1
S8337,66,61,65,3,1
S8338,55,53,40,3,0
S8339,40,39,36,5,0
S8340,40,36,29,1,0
S8341,77,73,62,0,1
S8342,79,70,77,0,1
S8343,46,43,36,6,0
S8344,64,57,45,0,1
S8345,82,74,71,1,1
S8346,88,88,69,0,1
S8347,62,54,44,1,1
S8348,48,45,45,7,0
S8349,96,92,82,3,1
S8350,47,39,39,8,0
S8351,75,70,72,4,1
S8352,81,80,72,3,1
S8353,42,36,27,6,0
S8354,60,57,54,5,0
S8355,79,77,61,8,1
S8356,43,41,31,5,0
S8357,78,76,72,7,1
S8358,92,83,78,0,1
S8359,51,43,39,8,0
S8360,90,80,88,2,1
S8361,40,30,24,5,0
S8362,74,66,62,2,1
S8363,93,88,81,6,1
S8364,92,87,87,8,1
S8365,84,80,77,8,1
S8366,54,50,47,8,0
S8367,74,74,64,7,1
S8368,87,86,72,8,1
S8369,75,67,62,5,1
S8370,68,65,64,2,1
S8371,94,89,75,0,1
S8372,44,37,41,3,0
S8373,49,47,38,8,0
S8374,41,34,24,3,0
S8375,86,83,81,2,1
S8376,97,96,94,8,1
S8377,61,57,56,1,1
S8378,84,78,65,0,1
S8379,89,80,71,2,1
S8380,50,50,46,8,0
S8381,40,39,25,4,0
S8382,75,65,56,8,1
S8383,66,61,59,4,1
S8384,77,71,69,2,1
S8385,95,88,77,3,1
S8386,45,45,43,4,0
S8387,76,76,63,5,1
S8388,50,43,30,0,0
S8389,44,44,31,3,0
S8390,76,70,67,7,1
S8391,98,88,82,2,1
S8392,90,90,76,7,1
S8393,53,50,36,1,0
S8394,67,60,65,4,1
S8395,62,57,43,2,1
S8396,91,81,76,7,1
S8397,99,92,81,6,1
S8398,54,44,52,0,0
S8399,98,92,90,0,1
S8400,51,43,40,4,0
S8401,98,98,90,4,1
S8402,50,49,33,7,0
S8403,87,78,80,1,1
S8404,77,67,77,5,1
S8405,56,53,43,3,0
S8406,40,39,25,2,0
S8407,77,70,73,8,1
S8408,58,56,57,7,0
S8409,41,41,21,8,0
S8410,54,54,49,8,0
S8411,68,63,57,6,1
S8412,75,72,71,5,1
S8413,77,70,70,1,1
S8414,54,51,39,6,0
S8415,55,45,46,1,0
S8416,95,95,88,3,1
S8417,65,62,52,6,1
S8418,77,75,58,4,1
S8419,45,39,40,5,0
S8420,57,50,45,1,0
S8421,98,96,91,0,1
S8422,82,73,64,8,1
S8423,40,36,32,7,0
S8424,62,56,50,7,1
S8425,79,72,63,5,1
S8426,59,56,53,3,0
S8427,89,79,75,2,1
S8428,51,49,43,1,0
S8429,41,41,37,7,0
S8430,60,60,44,3,0
S8431,71,69,54,2,1
S8432,77,68,64,7,1
S8433,81,80,65,7,1
S8434,86,81,78,1,1
S8435,40,37,38,6,0
S8436,83,82,63,1,1
S8437,96,87,93,7,1
S8438,52,52,52,4,0
S8439,75,68,63,0,1
S8440,73,65,57,0,1
S8441,72,69,53,8,1
S8442,89,83,77,6,1
S8443,52,52,34,2,0
S8444,73,65,65,1,1
S8445,48,40,41,0,0
S8446,73,63,61,8,1
S8447,98,98,78,0,1
S8448,66,57,47,8,1
S8449,73,72,65,8,1
S8450,96,87,90,6,1
S8451,45,40,43,4,0
S8452,40,37,32,8,0
S8453,56,49,39,2,0
S8454,71,68,71,2,1
S8455,93,91,89,7,1
S8456,90,83,72,7,1
S8457,47,47,41,6,0
S8458,60,56,53,7,0
S8459,41,32,23,5,0
S8460,81,73,75,7,1
S8461,54,47,51,0,0
S8462,79,70,70,6,1
S8463,48,44,32,1,0
S8464,95,89,79,0,1
S8465,56,53,41,5,0
S8466,45,44,25,1,0
S8467,53,44,34,1,0
S8468,94,86,91,4,1
S8469,44,35,34,2,0
S8470,93,87,76,2,1
S8471,80,77,69,0,1
S8472,41,39,37,4,0
S8473,90,81,73,6,1
S8474,41,32,26,3,0
S8475,69,68,57,0,1
S8476,44,40,41,4,0
S8477,76,76,67,0,1
S8478,42,34,27,6,0
S8479,59,54,53,6,0
S8480,51,45,50,0,0
S8481,75,69,58,3,1
S8482,79,79,75,5,1
S8483,74,69,58,8,1
S8484,50,44,48,0,0
S8485,66,63,53,0,1
S8486,64,61,61,8,1
S8487,66,57,63,6,1
S8488,80,75,64,7,1
S8489,92,89,90,6,1
S8490,51,42,44,4,0
S8491,59,59,47,0,0
S8492,98,88,85,7,1
S8493,55,51,36,5,0
S8494,71,68,61,4,1
S8495,81,71,61,4,1
S8496,87,78,73,8,1
S8497,62,56,58,0,1
S8498,64,63,44,8,1
S8499,96,87,83,4,1
S8500,61,57,44,6,1
S8501,95,92,79,5,1
S8502,78,73,68,1,1
S8503,44,42,24,0,0
S8504,55,51,47,5,0
S8505,72,68,66,2,1
S8506,61,58,44,8,1
S8507,50,43,50,8,0
S8508,55,52,44,8,0
S8509,80,77,77,0,1
S8510,72,66,64,4,1
S8511,84,83,73,1,1
S8512,60,59,57,0,0
S8513,73,65,59,0,1
S8514,51,48,37,2,0
S8515,50,49,31,7,0
S8516,88,88,68,6,1
S8517,41,41,34,6,0
S8518,55,54,54,6,0
S8519,65,56,45,0,1
S8520,92,91,82,4,1
S8521,63,57,55,5,1
S8522,69,68,51,3,1
S8523,43,40,38,3,0
S8524,56,52,42,0,0
S8525,78,75,69,7,1
S8526,71,62,69,4,1
S8527,61,58,46,0,1
S8528,71,67,51,3,1
S8529,58,55,41,4,0
S8530,80,78,76,8,1
S8531,80,78,68,8,1
S8532,75,71,68,1,1
S8533,86,76,74,1,1
S8534,45,41,41,0,0
S8535,81,72,80,1,1
S8536,89,88,77,1,1
S8537,71,66,55,5,1
S8538,42,38,24,3,0
S8539,81,78,67,0,1
S8540,50,46,37,5,0
S8541,50,48,37,7,0
S8542,82,82,62,0,1
S8543,79,75,60,5,1
S8544,79,75,66,8,1
S8545,93,83,79,4,1
S8546,93,92,90,5,1
S8547,47,45,41,4,0
S8548,97,88,92,5,1
S8549,77,70,71,3,1
S8550,64,59,58,4,1
S8551,100,99,97,5,1
S8552,81,80,74,2,1
S8553,69,61,69,7,1
S8554,79,76,75,1,1
S8555,55,51,42,0,0
S8556,92,82,92,5,1
S8557,70,68,60,0,1
S8558,83,76,64,7,1
S8559,90,88,85,3,1
S8560,51,45,43,7,0
S8561,74,69,55,4,1
S8562,71,61,59,3,1
S8563,89,85,83,2,1
S8564,97,94,77,8,1
S8565,44,34,42,0,0
S8566,58,53,52,8,0
S8567,61,56,56,4,1
S8568,43,33,38,4,0
S8569,96,93,83,5,1
S8570,63,54,60,7,1
S8571,45,36,32,7,0
S8572,100,99,92,7,1
S8573,49,42,41,7,0
S8574,71,70,64,8,1
S8575,55,51,50,0,0
S8576,49,46,46,5,0
S8577,44,35,26,6,0
S8578,54,49,38,6,0
S8579,53,51,48,0,0
S8580,70,62,63,2,1
S8581,98,93,81,8,1
S8582,74,74,63,6,1
S8583,59,58,45,1,0
S8584,68,64,57,3,1
S8585,74,72,68,5,1
S8586,63,59,47,7,1
S8587,49,43,29,2,0
S8588,88,84,75,5,1
S8589,97,92,85,3,1
S8590,83,73,71,7,1
S8591,45,35,28,5,0
S8592,92,89,74,1,1
S8593,100,100,89,8,1
S8594,73,69,69,4,1
S8595,84,84,78,3,1
S8596,95,90,86,0,1
S8597,71,65,57,7,1
S8598,51,50,39,1,0
S8599,75,70,55,4,1
S8600,50,50,30,5,0
S8601,47,45,38,4,0
S8602,55,46,40,0,0
S8603,96,95,89,7,1
S8604,81,79,73,4,1
S8605,67,67,47,8,1
S8606,75,71,71,5,1
S8607,50,48,39,3,0
S8608,56,52,51,6,0
S8609,81,77,62,7,1
S8610,50,47,49,4,0
S8611,98,92,88,4,1
S8612,94,85,84,3,1
S8613,73,73,70,1,1
S8614,61,51,57,6,1
S8615,46,40,36,5,0
S8616,97,93,90,0,1
S8617,86,79,66,7,1
S8618,55,50,44,3,0
S8619,53,48,48,6,0
S8620,94,87,85,8,1
S8621,90,87,74,0,1
S8622,87,83,80,4,1
S8623,95,92,93,5,1
S8624,50,41,40,6,0
S8625,82,80,69,0,1
S8626,99,97,81,2,1
S8627,60,56,56,5,0
S8628,100,92,90,8,1
S8629,80,78,66,7,1
S8630,66,62,64,6,1
S8631,65,56,48,8,1
S8632,78,74,62,3,1
S8633,84,75,74,7,1
S8634,65,64,48,7,1
S8635,62,58,53,1,1
S8636,73,67,54,7,1
S8637,75,72,60,1,1
S8638,55,49,38,7,0
S8639,52,46,32,6,0
S8640,46,46,30,4,0
S8641,83,73,80,8,1
S8642,91,83,85,5,1
S8643,87,85,72,3,1
S8644,48,38,43,2,0
S8645,40,31,33,1,0
S8646,94,90,74,0,1
S8647,88,83,84,1,1
S8648,85,82,76,0,1
S8649,77,70,68,0,1
S8650,94,86,91,3,1
S8651,47,39,45,1,0
S8652,72,70,65,4,1
S8653,81,72,66,0,1
S8654,40,30,37,8,0
S8655,54,44,43,8,0
S8656,40,35,28,2,0
S8657,58,52,56,1,0
S8658,69,61,54,0,1
S8659,77,69,58,8,1
S8660,67,61,48,8,1
S8661,61,57,50,6,1
S8662,43,34,41,4,0
S8663,66,58,51,6,1
S8664,89,80,81,2,1
S8665,60,57,55,2,0
S8666,82,74,63,0,1
S8667,96,89,77,6,1
S8668,48,38,47,2,0
S8669,94,84,78,8,1
S8670,57,51,49,2,0
S8671,46,42,38,0,0
S8672,50,43,48,7,0
S8673,59,51,56,4,0
S8674,95,86,77,0,1
S8675,52,50,39,8,0
S8676,76,76,62,6,1
S8677,53,51,35,3,0
S8678,40,30,32,7,0
S8679,97,94,89,5,1
S8680,54,51,43,2,0
S8681,79,77,78,6,1
S8682,55,46,42,1,0
S8683,61,60,47,0,1
S8684,69,61,58,3,1
S8685,82,75,79,6,1
S8686,53,43,38,1,0
S8687,68,60,58,5,1
S8688,94,91,85,8,1
S8689,53,52,34,3,0
S8690,67,67,48,5,1
S8691,82,81,70,8,1
S8692,66,62,52,1,1
S8693,71,68,57,8,1
S8694,96,90,92,0,1
S8695,43,38,35,3,0
S8696,67,66,54,4,1
S8697,40,40,31,3,0
S8698,49,41,29,2,0
S8699,69,67,53,7,1
S8700,50,41,43,0,0
S8701,59,59,50,1,0
S8702,57,52,52,6,0
S8703,77,73,58,2,1
S8704,48,45,35,5,0
S8705,86,77,73,8,1
S8706,80,80,62,3,1
S8707,67,59,61,8,1
S8708,59,50,57,4,0
S8709,65,59,50,4,1
S8710,82,76,65,4,1
S8711,56,55,52,1,0
S8712,62,57,43,7,1
S8713,100,95,83,1,1
S8714,83,83,64,0,1
S8715,70,62,60,4,1
S8716,58,51,54,0,0
S8717,63,54,45,2,1
S8718,60,55,49,7,0
S8719,81,77,61,3,1
S8720,62,56,59,2,1
