student_id,age,education_level,country,course_category,course_difficulty,total_login_days,avg_session_time_min,total_study_time_min,last_login_days_ago,videos_watched,quizzes_attempted,assignments_submitted,progress_percent,final_exam_score,payment_amount,consistent_weekly_study,dropout
S9171,30,Diploma,USA,AI/ML,Intermediate,3,50,1700,12,36,25,0,55,83,0,0,1
S9172,28,School,Canada,Business,Advanced,75,42,1528,41,120,22,15,36,82,0,1,1
S9173,19,Diploma,Canada,Business,Advanced,54,51,3461,35,22,19,3,67,59,300,1,0
S9174,19,School,Canada,AI/ML,Beginner,19,76,3762,2,29,15,7,28,82,200,1,0
S9175,41,Diploma,India,AI/ML,Beginner,26,37,2047,55,58,21,6,28,64,0,1,0
S9176,24,Diploma,India,Science,Beginner,1,53,4084,3,78,11,14,16,20,200,1,0
S9177,35,School,Canada,Science,Intermediate,13,14,2314,47,16,16,3,72,57,300,1,0
S9178,37,PG,UK,Business,Advanced,20,31,4467,27,146,37,2,33,59,200,0,1
S9179,19,PG,UK,AI/ML,Beginner,64,86,5629,8,75,11,11,56,41,200,0,0
S9180,34,Diploma,UK,Science,Advanced,91,84,4434,28,35,22,14,54,88,300,1,0
S9181,24,Diploma,UK,Science,Advanced,33,59,2155,2,21,25,0,75,33,0,1,0
S9182,19,UG,USA,Science,Beginner,19,42,3193,30,105,17,7,99,45,300,0,1
S9183,31,Diploma,Australia,Science,Intermediate,53,32,5913,60,82,15,6,98,49,300,1,0
S9184,38,School,India,Coding,Advanced,60,51,753,18,113,24,9,28,67,300,1,1
S9185,44,UG,India,Science,Intermediate,66,67,5642,46,124,32,14,4,38,200,1,1
S9186,19,Diploma,Australia,Business,Advanced,22,49,5882,35,32,15,5,12,68,0,0,1
S9187,29,Diploma,India,Science,Beginner,96,25,1427,12,112,3,3,42,53,300,0,1
S9188,34,PG,Australia,Science,Intermediate,4,28,5601,35,43,4,10,45,61,0,1,0
S9189,40,School,India,Business,Intermediate,39,21,1013,29,77,32,7,24,91,300,1,0
S9190,20,School,Australia,Science,Beginner,81,50,3060,21,56,26,8,96,39,0,1,0
S9191,24,PG,Australia,Science,Beginner,6,60,5423,21,76,36,2,76,54,200,1,0
S9192,37,School,Canada,Coding,Beginner,55,85,3007,57,110,34,15,24,62,200,1,1
S9193,22,Diploma,Canada,Business,Advanced,85,41,5808,46,9,6,4,58,70,300,0,0
S9194,18,PG,India,AI/ML,Beginner,72,24,1501,42,4,40,3,47,76,200,1,0
S9195,35,PG,India,Business,Intermediate,26,46,4520,14,107,4,4,9,62,100,0,1
S9196,26,School,Canada,Science,Intermediate,1,79,5771,35,59,5,2,17,94,100,1,1
S9197,41,Diploma,Canada,Business,Intermediate,17,74,2094,28,81,17,3,59,46,100,1,0
S9198,41,Diploma,UK,Science,Beginner,9,76,640,9,126,38,3,18,92,200,0,1
S9199,33,PG,India,Business,Advanced,77,68,876,23,117,14,6,58,61,100,1,0
S9200,42,UG,USA,AI/ML,Beginner,93,84,5024,21,40,37,14,85,66,0,0,0
S9201,39,UG,Australia,Science,Advanced,19,27,5762,58,66,31,15,85,71,200,0,0
S9202,39,UG,Canada,Science,Intermediate,85,31,3574,2,118,34,9,56,86,100,1,1
S9203,37,Diploma,India,AI/ML,Beginner,1,57,3550,57,29,19,4,96,81,300,0,0
S9204,34,Diploma,UK,Business,Advanced,49,53,1104,31,3,27,11,24,41,200,1,0
S9205,29,PG,UK,AI/ML,Beginner,36,56,5737,56,61,24,5,5,69,100,1,1
S9206,33,Diploma,India,Business,Advanced,68,39,4911,23,89,30,1,45,62,300,0,0
S9207,40,School,Australia,Business,Intermediate,59,71,4416,1,5,21,0,26,55,0,0,0
S9208,45,UG,Australia,AI/ML,Beginner,74,31,4655,40,32,13,14,88,41,300,0,0
S9209,44,School,USA,Science,Advanced,20,62,4804,21,74,33,9,3,77,200,0,0
S9210,37,Diploma,Australia,Coding,Advanced,21,17,5707,51,13,13,12,38,60,100,0,1
S9211,38,Diploma,UK,Business,Advanced,28,24,4178,57,46,33,0,73,75,200,1,1
S9212,38,UG,India,Science,Intermediate,27,43,3071,55,32,27,3,96,32,0,1,0
S9213,32,Diploma,Australia,Coding,Advanced,81,72,2475,41,74,36,13,0,75,200,1,0
S9214,34,PG,USA,Business,Advanced,24,65,422,40,44,16,3,12,45,200,0,0
S9215,41,Diploma,Canada,AI/ML,Intermediate,37,76,4629,30,135,31,11,0,41,0,1,0
S9216,33,School,Canada,Science,Advanced,3,59,1621,34,119,14,4,21,49,100,1,0
S9217,43,School,Canada,Science,Advanced,96,20,5667,8,112,14,0,19,52,100,0,0
S9218,36,Diploma,Australia,Business,Advanced,8,11,4310,0,140,8,12,62,86,300,1,0
S9219,32,School,Australia,Business,Advanced,47,52,5784,29,129,19,1,40,49,0,1,1
S9220,36,School,India,Coding,Advanced,89,32,4082,10,7,11,2,6,68,300,0,1
S9221,27,Diploma,USA,Business,Beginner,67,17,2055,4,31,19,1,15,47,0,1,0
S9222,44,School,Australia,AI/ML,Beginner,32,21,2885,26,5,27,6,66,36,300,1,0
S9223,38,Diploma,UK,Business,Advanced,16,51,3260,39,21,20,8,91,63,300,1,0
S9224,32,School,UK,Science,Intermediate,64,11,2042,10,44,27,5,19,43,100,1,0
S9225,23,UG,USA,Coding,Beginner,42,45,3475,18,61,29,9,5,51,300,0,0
S9226,20,Diploma,Australia,AI/ML,Beginner,61,43,4246,18,44,25,7,94,58,0,1,1
S9227,34,Diploma,India,Science,Intermediate,97,84,3311,30,106,23,8,34,77,300,1,0
S9228,33,UG,UK,Science,Beginner,79,37,5523,6,124,15,2,76,34,100,1,0
S9229,18,Diploma,USA,AI/ML,Intermediate,18,80,5046,52,132,3,0,96,91,0,0,1
S9230,20,PG,UK,Science,Advanced,38,22,2533,59,11,19,3,37,29,0,0,1
S9231,41,Diploma,India,AI/ML,Beginner,83,11,2331,48,97,31,6,100,85,200,0,0
S9232,22,Diploma,India,Business,Advanced,27,59,5420,5,34,0,10,54,51,300,0,0
S9233,37,PG,India,Science,Advanced,43,87,2849,17,140,11,4,42,49,200,0,0
S9234,41,Diploma,UK,Business,Beginner,50,59,4207,9,126,16,2,50,53,200,0,0
S9235,43,Diploma,UK,Coding,Advanced,94,25,5958,21,102,40,1,6,80,0,0,0
S9236,30,School,UK,AI/ML,Beginner,7,71,3506,59,140,3,5,95,85,100,1,0
S9237,39,PG,India,Coding,Beginner,46,34,4680,18,72,13,3,20,76,0,0,0
S9238,41,UG,USA,Science,Intermediate,73,36,4578,25,14,29,8,43,47,300,0,0
S9239,39,Diploma,USA,Science,Beginner,84,46,429,4,86,40,10,70,72,100,1,0
S9240,18,School,UK,Science,Advanced,93,64,2301,14,11,33,12,35,61,300,0,0
S9241,35,School,USA,AI/ML,Beginner,41,68,5796,16,49,6,0,18,39,0,0,0
S9242,45,Diploma,Australia,AI/ML,Beginner,65,47,2043,29,50,1,4,30,43,300,1,0
S9243,20,Diploma,UK,Business,Beginner,57,55,3994,50,130,39,7,30,49,300,1,1
S9244,23,Diploma,Canada,Coding,Advanced,19,78,3858,57,17,18,5,95,53,0,0,0
S9245,35,UG,Canada,AI/ML,Intermediate,7,65,4017,41,109,40,9,17,67,100,1,1
S9246,26,UG,USA,Science,Beginner,58,75,4525,20,18,0,9,26,78,300,0,0
S9247,34,Diploma,USA,AI/ML,Beginner,74,50,1883,57,34,25,5,64,25,100,1,0
S9248,29,School,Canada,AI/ML,Beginner,55,85,2891,21,46,39,10,5,33,0,1,0
S9249,34,UG,UK,Business,Advanced,17,90,2266,50,110,2,2,96,64,300,1,0
S9250,26,PG,UK,Science,Advanced,47,17,4535,32,42,10,12,38,40,100,1,0
S9251,40,School,Australia,Science,Beginner,86,55,5154,49,86,29,0,41,35,200,1,0
S9252,26,PG,Canada,Science,Intermediate,55,44,4005,30,25,31,0,14,81,200,1,1
S9253,39,Diploma,Australia,AI/ML,Beginner,53,30,2670,57,51,36,13,27,32,0,0,1
S9254,45,Diploma,Australia,AI/ML,Intermediate,41,29,2914,53,131,21,3,56,44,100,0,0
S9255,29,PG,UK,Science,Beginner,48,90,4372,60,68,13,12,27,74,100,0,1
S9256,27,School,India,Science,Advanced,26,25,4766,35,38,21,8,18,63,300,0,0
S9257,22,PG,USA,Science,Advanced,81,19,3968,0,16,29,10,0,45,100,1,0
S9258,42,Diploma,Australia,Math,Beginner,65,46,4681,3,102,32,10,36,60,200,1,0
S9259,26,School,Canada,Science,Intermediate,77,18,4871,58,8,37,14,55,41,0,1,1
S9260,21,PG,India,AI/ML,Beginner,99,54,2162,15,23,4,9,24,72,100,1,0
S9261,21,PG,Australia,Science,Beginner,17,69,4244,18,36,12,2,6,70,0,0,0
S9262,31,PG,Australia,Science,Advanced,31,83,3219,39,17,5,4,85,75,200,1,0
S9263,19,UG,UK,Business,Advanced,21,48,4089,14,121,10,4,100,75,300,1,0
S9264,41,UG,UK,Science,Intermediate,12,62,1512,35,67,12,7,13,38,200,1,1
S9265,43,School,Canada,Science,Beginner,75,16,1215,10,48,21,2,16,90,0,1,0
S9266,33,PG,USA,AI/ML,Intermediate,43,79,3484,51,102,22,1,5,78,300,1,0
S9267,44,UG,UK,AI/ML,Beginner,37,26,4862,6,77,30,13,58,70,100,1,0
S9268,23,Diploma,Canada,AI/ML,Beginner,73,58,2112,4,106,2,11,44,60,300,1,0
S9269,21,PG,USA,Science,Intermediate,79,59,3051,32,117,4,5,59,65,200,1,0
S9270,40,Diploma,USA,Science,Beginner,33,81,4017,49,71,10,10,13,96,300,1,1
S9271,19,PG,India,Coding,Advanced,85,20,2115,58,80,24,5,45,78,200,0,0
S9272,42,UG,Australia,Business,Beginner,72,19,5825,22,10,12,11,10,43,300,1,0
S9273,31,PG,USA,Business,Advanced,66,64,5615,5,21,35,8,23,43,300,1,1
S9274,28,School,Australia,Science,Advanced,62,18,2164,4,65,34,10,41,82,300,0,0
S9275,28,School,UK,Business,Advanced,77,26,2735,22,112,26,6,70,69,0,1,0
S9276,42,UG,UK,Business,Beginner,66,60,1623,43,57,25,12,85,61,0,1,0
S9277,22,Diploma,USA,Science,Intermediate,41,75,2478,58,101,32,10,100,24,100,0,0
S9278,42,PG,India,Science,Intermediate,83,35,1840,45,85,19,15,63,39,200,1,0
S9279,40,UG,Australia,Business,Advanced,78,54,445,25,130,28,8,83,62,200,1,0
S9280,20,School,USA,Science,Intermediate,83,62,2754,29,1,19,3,92,59,300,1,0
S9281,21,Diploma,India,Science,Beginner,9,52,5420,29,40,34,13,85,85,0,1,1
S9282,43,Diploma,India,Science,Beginner,15,18,5807,28,31,35,12,45,49,200,0,0
S9283,23,UG,Canada,Business,Beginner,68,66,3823,57,61,26,8,17,59,300,0,1
S9284,33,Diploma,Canada,Business,Advanced,41,72,2383,7,115,17,1,54,30,300,0,0
S9285,25,Diploma,India,Science,Intermediate,15,70,526,12,53,11,14,41,79,0,1,0
S9286,27,Diploma,Canada,Business,Advanced,6,47,4385,18,56,36,1,91,54,200,0,1
S9287,39,PG,India,Science,Beginner,23,46,5064,3,43,1,3,48,87,200,0,0
S9288,39,Diploma,India,Business,Advanced,7,30,1466,7,149,0,14,26,53,200,1,0
S9289,21,PG,UK,AI/ML,Beginner,8,85,5050,56,150,14,0,38,94,0,0,1
S9290,44,Diploma,India,Business,Beginner,31,78,466,34,103,22,1,95,69,0,1,0
S9291,26,UG,UK,Coding,Advanced,57,63,552,54,89,2,5,66,49,0,0,0
S9292,40,UG,USA,Science,Intermediate,94,10,4270,23,22,38,2,98,89,200,0,0
S9293,32,UG,India,Business,Advanced,61,49,5959,5,54,31,14,1,37,300,0,0
S9294,41,School,USA,AI/ML,Beginner,28,17,1134,16,97,26,2,2,46,100,1,0
S9295,44,Diploma,India,Business,Beginner,73,26,203,39,90,18,13,61,48,100,0,1
S9296,38,UG,India,Science,Advanced,66,58,2446,51,140,10,6,81,85,200,0,0
S9297,32,PG,India,Business,Intermediate,97,67,5897,45,1,19,2,15,42,200,1,1
S9298,38,School,UK,Science,Advanced,36,25,4682,17,145,23,0,22,59,300,1,0
S9299,36,UG,UK,Science,Beginner,58,40,630,28,43,13,8,80,35,0,1,0
S9300,44,Diploma,Canada,Science,Beginner,93,75,3070,53,54,13,2,94,56,300,1,1
S9301,30,Diploma,India,Coding,Beginner,58,24,5524,20,78,30,15,78,65,300,0,0
S9302,37,PG,India,AI/ML,Beginner,17,78,5413,25,101,17,7,59,44,200,0,0
S9303,21,PG,UK,Science,Beginner,72,30,2743,53,11,33,2,34,88,200,0,1
S9304,34,UG,UK,Business,Intermediate,11,23,5117,41,115,35,9,4,58,300,0,0
S9305,27,UG,UK,Math,Beginner,8,81,5208,51,127,1,8,66,44,300,0,1
S9306,31,PG,UK,Science,Intermediate,28,20,4710,7,86,19,1,100,77,0,1,0
S9307,27,UG,Canada,AI/ML,Beginner,55,45,4503,0,96,3,4,39,31,0,0,0
S9308,29,Diploma,India,Business,Advanced,98,68,4059,45,84,36,1,30,61,100,0,1
S9309,26,UG,Canada,Science,Beginner,23,47,5641,53,110,31,1,24,43,300,1,1
S9310,30,Diploma,India,Science,Intermediate,100,48,3669,47,137,39,13,99,71,0,1,0
S9311,27,UG,Australia,Science,Intermediate,21,26,2683,32,88,39,4,88,82,300,0,1
S9312,28,PG,UK,Coding,Advanced,80,71,4739,44,147,37,0,33,54,100,1,1
S9313,39,School,Australia,Science,Intermediate,98,73,3153,36,54,21,1,86,65,300,1,0
S9314,44,UG,India,Science,Intermediate,7,77,4911,38,31,1,0,14,77,200,0,1
S9315,35,PG,USA,Business,Beginner,87,28,5176,5,136,29,12,10,70,100,1,0
S9316,34,Diploma,India,Coding,Advanced,94,56,1906,4,110,10,6,97,53,300,1,0
S9317,37,Diploma,Canada,Science,Beginner,38,66,1377,50,113,5,2,27,66,0,0,1
S9318,36,PG,Canada,Business,Advanced,63,21,1306,57,79,6,3,52,93,100,1,0
S9319,34,PG,UK,AI/ML,Intermediate,94,65,5484,22,30,17,0,23,24,0,0,0
S9320,26,UG,Canada,Science,Beginner,29,82,4549,30,9,4,15,19,81,200,0,0
S9321,41,School,USA,Science,Intermediate,85,89,3754,44,123,13,1,42,66,100,0,0
S9322,27,Diploma,Canada,Science,Intermediate,64,12,2986,51,136,14,4,66,31,100,1,1
S9323,37,UG,USA,Science,Intermediate,3,65,1250,22,97,15,11,65,37,300,1,1
S9324,19,Diploma,Australia,Business,Advanced,34,79,2944,23,76,2,5,58,91,0,1,0
S9325,31,PG,Canada,Science,Advanced,43,18,5069,14,82,37,8,4,28,0,1,0
S9326,40,PG,Australia,Science,Intermediate,28,85,4586,59,129,5,2,42,62,100,1,0
S9327,24,UG,Canada,Science,Beginner,12,34,490,28,145,15,9,79,35,100,0,0
S9328,27,UG,USA,Science,Beginner,38,39,4064,35,49,16,12,82,82,200,1,1
S9329,36,UG,Canada,Coding,Advanced,56,32,5344,0,44,3,9,7,76,0,0,0
S9330,45,Diploma,Australia,Science,Intermediate,42,43,2536,19,10,16,13,86,81,200,1,0
S9331,34,School,India,Business,Advanced,1,48,1494,30,93,9,13,51,47,300,1,1
S9332,23,UG,UK,Business,Advanced,68,67,3197,16,93,19,0,89,23,100,1,0
S9333,27,UG,UK,Science,Intermediate,58,86,2638,22,36,10,6,58,59,300,1,1
S9334,43,School,UK,Coding,Advanced,29,56,2701,45,55,30,9,83,46,300,1,1
S9335,24,PG,UK,AI/ML,Beginner,23,15,4632,49,34,40,13,4,34,100,0,0
S9336,21,UG,Canada,Science,Beginner,67,69,735,28,80,26,0,78,58,100,1,1
S9337,20,Diploma,USA,Business,Advanced,8,81,4728,26,117,36,8,13,68,200,0,0
S9338,19,UG,USA,Business,Intermediate,57,43,3609,39,55,37,2,37,72,300,1,1
S9339,33,Diploma,USA,Science,Beginner,13,80,1557,26,82,25,0,6,85,100,1,0
S9340,18,PG,Canada,Science,Intermediate,54,76,4283,51,80,8,10,67,57,100,1,0
S9341,30,School,Canada,Science,Beginner,8,58,4586,32,142,23,7,67,54,300,1,0
S9342,23,PG,India,Business,Intermediate,2,69,2519,25,23,19,12,98,65,200,0,0
S9343,45,PG,UK,Science,Intermediate,2,85,3242,22,148,10,1,32,41,100,0,0
S9344,23,UG,UK,Business,Advanced,72,26,4708,49,64,38,8,90,71,200,0,1
S9345,43,Diploma,Canada,Science,Intermediate,28,40,884,8,97,16,9,21,70,300,0,0
S9346,30,PG,Australia,Science,Advanced,48,70,5922,8,140,31,13,35,75,200,1,0
S9347,25,UG,UK,Science,Advanced,38,27,4987,49,56,27,5,52,86,0,1,0
S9348,22,School,India,Science,Beginner,1,10,3603,48,44,3,7,55,71,300,0,0
S9349,23,Diploma,USA,Science,Intermediate,64,19,1334,57,139,39,4,91,60,100,0,0
S9350,28,School,USA,Business,Advanced,13,74,3663,23,65,22,4,69,75,0,1,0
S9351,36,School,UK,Science,Advanced,98,89,5797,56,118,29,14,27,75,0,1,1
S9352,23,Diploma,USA,Business,Advanced,2,82,2987,4,48,34,12,96,62,0,0,0
S9353,38,School,Canada,Business,Intermediate,30,81,4989,48,128,28,4,93,92,200,1,1
S9354,26,Diploma,UK,Business,Advanced,20,68,2738,34,10,19,14,17,34,0,0,1
S9355,37,Diploma,Canada,Science,Intermediate,20,32,2760,55,110,38,0,96,79,0,1,0
S9356,27,UG,Australia,Science,Intermediate,31,75,3917,10,70,27,2,53,95,300,0,0
S9357,38,UG,India,Science,Advanced,14,55,5232,32,34,38,13,34,80,300,0,1
S9358,27,School,Australia,Science,Advanced,59,52,2879,37,58,22,9,39,87,100,0,0
S9359,25,School,USA,Science,Intermediate,4,32,2414,37,147,4,6,38,52,100,0,1
S9360,33,UG,Australia,Business,Intermediate,63,33,4045,9,140,16,12,84,27,200,1,0
S9361,22,UG,Australia,Science,Intermediate,50,31,889,16,138,23,2,2,70,100,0,0
S9362,38,UG,India,Science,Beginner,45,32,2936,6,97,36,2,41,83,200,0,1
S9363,35,Diploma,Canada,Science,Intermediate,81,50,5400,33,123,17,14,7,59,100,0,0
S9364,34,School,India,Business,Advanced,82,54,2665,52,58,22,1,82,40,100,1,0
S9365,25,UG,India,Science,Advanced,41,80,3084,55,69,37,8,32,80,200,0,1
S9366,22,Diploma,India,Science,Intermediate,97,23,2428,11,33,15,3,43,92,0,1,0
S9367,29,School,USA,Business,Intermediate,71,43,5993,19,118,26,4,67,72,300,1,0
S9368,18,School,Australia,Science,Advanced,6,42,3917,4,139,36,8,39,46,300,0,0
S9369,29,PG,Canada,AI/ML,Beginner,43,82,3819,50,102,27,6,92,40,200,1,0
S9370,23,Diploma,India,Science,Intermediate,63,84,3043,14,96,8,0,37,81,0,0,0
S9371,29,Diploma,USA,Coding,Beginner,33,47,2188,20,130,11,14,14,76,0,1,1
S9372,26,Diploma,Australia,Math,Beginner,13,46,1691,43,82,17,10,21,63,200,1,1
S9373,43,UG,UK,Science,Beginner,51,86,4795,29,78,11,8,98,57,200,0,0
S9374,33,Diploma,UK,AI/ML,Beginner,28,55,382,54,126,0,15,39,66,300,1,1
S9375,45,Diploma,India,Science,Beginner,45,41,4750,28,121,36,9,78,38,200,1,0
S9376,24,UG,Australia,Coding,Advanced,88,56,5455,48,115,18,9,89,89,300,1,0
S9377,40,UG,India,Business,Intermediate,70,87,322,17,74,36,8,63,47,300,1,0
S9378,23,PG,UK,Business,Advanced,76,77,5647,22,25,13,11,2,98,0,1,0
S9379,25,School,India,AI/ML,Beginner,8,27,4547,14,137,13,7,17,67,0,0,0
S9380,39,Diploma,Canada,Science,Intermediate,56,58,2987,43,96,10,13,31,52,0,0,1
S9381,27,PG,India,Coding,Advanced,62,87,398,50,38,18,11,77,32,300,0,0
S9382,38,School,Canada,Coding,Advanced,5,33,3775,57,40,3,8,60,24,100,0,0
S9383,39,School,India,Business,Intermediate,98,43,3615,40,27,15,2,50,47,300,0,0
S9384,26,PG,Australia,Coding,Beginner,84,31,5790,46,82,8,5,20,45,300,0,1
S9385,25,School,USA,Business,Beginner,94,78,2844,18,68,8,7,6,89,200,1,0
S9386,33,UG,Canada,Science,Beginner,45,12,1934,33,91,17,10,69,45,0,0,0
S9387,40,School,USA,Science,Beginner,52,50,3679,3,99,15,2,76,68,0,1,1
S9388,23,School,Canada,Coding,Advanced,45,87,1130,6,119,11,6,26,22,0,0,1
S9389,26,School,UK,AI/ML,Beginner,28,56,4786,1,142,1,15,35,57,100,0,0
S9390,21,UG,UK,Coding,Advanced,5,18,393,14,77,5,6,68,79,100,0,1
S9391,43,Diploma,Canada,Math,Beginner,32,27,3757,17,74,25,11,87,35,200,1,0
S9392,22,Diploma,UK,Math,Beginner,14,11,2496,41,96,10,14,30,84,100,1,0
S9393,30,Diploma,Australia,Science,Intermediate,87,24,3975,24,38,4,11,31,47,300,0,0
S9394,34,School,Canada,Science,Intermediate,29,82,5548,28,14,16,7,25,30,0,1,0
S9395,21,PG,UK,Science,Intermediate,58,49,1048,30,137,38,6,39,87,300,0,0
S9396,33,PG,Canada,Business,Intermediate,35,37,1384,36,58,15,7,5,49,100,0,1
S9397,19,PG,UK,Science,Advanced,61,85,227,7,86,20,1,84,39,200,1,1
S9398,23,UG,Canada,Science,Advanced,84,42,1970,38,54,5,8,82,39,0,0,0
S9399,18,Diploma,USA,Science,Intermediate,16,80,5976,36,85,23,7,6,66,300,0,0
S9400,41,School,India,Coding,Advanced,91,68,4504,3,99,17,13,82,82,300,0,0
S9401,26,UG,Canada,Science,Beginner,36,47,4505,1,134,8,13,55,81,100,1,0
S9402,32,PG,Canada,Science,Beginner,21,32,3548,49,36,26,1,40,43,200,1,0
S9403,41,School,USA,Science,Advanced,4,63,5814,56,47,4,7,31,68,100,0,0
S9404,25,PG,Canada,AI/ML,Beginner,27,63,5638,35,125,25,11,52,79,300,0,0
S9405,37,PG,Australia,Coding,Beginner,19,11,1737,10,47,5,13,34,92,100,1,0
S9406,30,School,Canada,AI/ML,Intermediate,41,60,1443,34,75,29,13,51,58,0,1,1
S9407,20,PG,India,Business,Advanced,41,24,435,13,130,39,0,35,53,0,1,1
S9408,43,Diploma,Australia,Science,Beginner,63,81,1980,59,0,15,14,39,27,100,1,1
S9409,20,PG,UK,Business,Intermediate,69,10,4956,31,67,3,13,7,56,200,1,1
S9410,20,PG,USA,Business,Advanced,17,76,2848,24,144,14,8,49,69,0,1,0
S9411,23,Diploma,Canada,AI/ML,Beginner,47,43,5546,17,121,27,1,86,82,0,0,1
S9412,45,Diploma,Australia,Science,Intermediate,32,75,3312,1,7,5,12,3,57,200,1,0
S9413,21,School,UK,Business,Beginner,58,78,3047,13,95,11,7,21,57,200,1,0
S9414,36,PG,UK,Science,Beginner,37,40,886,48,27,19,11,44,71,0,0,0
S9415,23,School,Australia,Science,Advanced,45,68,4180,54,50,8,6,79,72,300,0,0
S9416,30,School,Australia,Science,Beginner,16,51,4488,23,121,16,0,0,69,300,1,0
S9417,27,School,USA,Business,Beginner,27,50,2654,28,36,35,10,91,25,300,1,0
S9418,28,PG,Canada,Science,Beginner,44,55,2265,7,104,39,7,21,52,100,1,1
S9419,28,Diploma,India,Math,Beginner,44,67,3304,54,105,9,15,90,21,0,0,0
S9420,25,School,Canada,Science,Intermediate,10,88,3632,15,22,37,12,2,73,100,1,0
S9421,40,UG,Canada,Science,Beginner,73,42,4715,42,21,33,3,39,51,300,1,1
S9422,18,School,UK,Science,Beginner,58,40,782,15,131,27,13,88,55,0,1,1
S9423,43,Diploma,Canada,Science,Advanced,100,28,2752,15,38,4,6,86,39,0,0,0
S9424,39,UG,Canada,Science,Beginner,9,13,3205,15,145,31,1,26,68,0,0,0
S9425,30,PG,India,Science,Intermediate,47,89,4670,56,146,25,4,49,39,200,0,0
S9426,34,PG,UK,Science,Beginner,72,72,2251,23,139,21,11,66,33,100,0,0
S9427,31,PG,Canada,Coding,Beginner,59,42,5513,8,139,19,4,32,47,100,0,0
S9428,45,School,UK,Business,Advanced,13,58,2225,40,149,20,2,15,84,100,1,1
S9429,35,PG,Canada,AI/ML,Beginner,28,37,4579,13,63,5,2,59,52,200,0,0
S9430,44,Diploma,Australia,Coding,Beginner,100,37,5013,13,37,4,13,9,51,100,1,0
S9431,29,Diploma,USA,Science,Beginner,68,69,2510,45,142,15,2,37,80,200,0,0
S9432,38,PG,Canada,Business,Beginner,98,41,3377,54,3,18,13,29,56,300,0,1
S9433,37,School,Australia,Business,Beginner,56,14,5202,47,54,39,11,72,32,300,0,0
S9434,33,Diploma,India,AI/ML,Beginner,88,48,658,52,50,29,0,31,57,200,1,1
S9435,28,School,UK,Science,Intermediate,1,15,4781,28,52,18,10,75,39,0,1,0
S9436,28,PG,India,Business,Beginner,27,58,4386,29,141,3,5,93,48,200,1,0
S9437,26,School,India,Science,Intermediate,4,23,3187,15,65,17,7,20,29,300,1,0
S9438,30,PG,Australia,Science,Beginner,65,55,2316,31,2,5,15,88,53,0,0,0
S9439,40,School,UK,Business,Advanced,93,87,1801,48,119,13,10,66,46,200,1,0
S9440,27,PG,India,Science,Beginner,68,77,5043,13,63,30,10,29,92,200,1,0
S9441,24,Diploma,India,Business,Advanced,80,74,2094,54,35,6,14,93,87,0,0,0
S9442,35,UG,India,Business,Advanced,36,48,4431,26,127,20,10,94,55,100,1,0
S9443,37,UG,Australia,AI/ML,Beginner,99,36,839,24,12,16,12,2,64,100,0,0
S9444,24,Diploma,UK,Science,Intermediate,62,64,5653,49,123,9,4,22,78,0,0,1
S9445,31,School,UK,Business,Beginner,66,13,3453,14,33,19,6,17,35,0,1,0
S9446,30,UG,India,Business,Advanced,4,55,1795,25,49,26,5,95,57,0,0,0
S9447,36,School,Canada,Business,Beginner,42,47,1682,41,2,10,5,8,33,300,1,0
S9448,32,School,Canada,Business,Advanced,16,76,2851,60,0,32,10,88,79,0,0,0
S9449,29,PG,India,Science,Intermediate,91,22,4590,40,106,15,10,65,47,300,1,0
S9450,33,School,UK,Science,Advanced,88,46,1650,9,37,31,15,18,59,300,0,0
S9451,21,School,USA,Science,Beginner,20,57,5457,19,135,39,5,34,53,0,1,0
S9452,26,Diploma,India,Science,Intermediate,72,12,4901,3,26,3,6,34,52,200,1,0
S9453,42,School,USA,Business,Advanced,13,43,3798,35,115,28,14,1,74,100,1,1
S9454,35,PG,Canada,Science,Beginner,49,21,3558,13,56,14,10,13,96,200,0,0
S9455,35,School,USA,Business,Advanced,16,18,5475,15,107,10,1,70,85,200,0,0
S9456,41,UG,India,Science,Beginner,38,20,1972,25,127,32,8,45,41,100,0,0
S9457,23,PG,India,Coding,Beginner,58,30,1633,0,97,5,3,59,84,300,0,0
S9458,42,UG,Australia,Science,Advanced,51,87,1007,44,3,27,6,3,85,0,0,1
S9459,35,Diploma,Canada,Science,Beginner,4,52,2075,27,123,10,12,99,27,200,0,0
S9460,24,School,India,Business,Advanced,74,16,4983,21,14,40,15,45,79,300,1,0
S9461,27,UG,USA,Science,Beginner,90,68,1235,43,72,39,1,6,53,0,1,0
S9462,43,UG,USA,Coding,Advanced,94,79,909,20,23,0,5,29,79,100,0,0
S9463,23,UG,USA,Math,Beginner,16,48,5968,31,22,32,8,83,46,300,0,0
S9464,30,School,UK,AI/ML,Intermediate,31,25,4215,34,31,34,14,17,33,0,0,0
S9465,33,School,India,Science,Beginner,48,90,3101,16,119,3,9,56,63,200,1,0
S9466,29,School,India,Science,Beginner,19,13,3051,14,45,21,8,98,51,100,1,0
S9467,24,PG,Canada,Science,Beginner,75,15,1656,2,58,15,2,28,64,100,0,0
S9468,29,UG,UK,Coding,Beginner,54,11,2163,57,4,33,0,74,59,100,1,0
S9469,41,School,India,AI/ML,Beginner,52,44,2802,22,13,26,1,83,58,0,1,0
S9470,27,School,USA,AI/ML,Intermediate,87,60,4585,7,132,40,14,57,80,0,0,0
